Date,Mosq
2014-05-01,2
2014-05-02,1
2014-05-03,1
2014-05-04,1
2014-05-05,1
2014-05-06,1
2014-05-07,1
2014-05-08,1
2014-05-09,1
2014-05-10,1
2014-05-11,1
2014-05-12,1
2014-05-13,1
2014-05-14,1
2014-05-15,1
2014-05-16,1
2014-05-17,1
2014-05-18,2
2014-05-19,2
2014-05-20,1
2014-05-21,1
2014-05-22,1
2014-05-23,1
2014-05-24,1
2014-05-25,1
2014-05-26,1
2014-05-27,1
2014-05-28,1
2014-05-29,1
2014-05-30,1
2014-05-31,1
2014-06-01,1
2014-06-02,1
2014-06-03,1
2014-06-04,1
2014-06-05,1
2014-06-06,1
2014-06-07,1
2014-06-08,1
2014-06-09,1
2014-06-10,2
2014-06-11,1
2014-06-12,1
2014-06-13,1
2014-06-14,2
2014-06-15,2
2014-06-16,1
2014-06-18,1
2014-06-19,1
2014-06-20,1
2014-06-21,1
2014-06-22,1
2014-06-23,1
2014-06-24,1
2014-06-25,1
2014-06-26,1
2014-06-27,1
2014-06-28,1
2014-06-29,1
2014-06-30,1
2014-07-01,1
2014-07-02,1
2014-07-03,1
2014-07-04,1
2014-07-05,1
2014-07-06,1
2014-07-07,1
2014-07-08,1
2014-07-09,1
2014-07-10,1
2014-07-11,1
2014-07-12,1
2014-07-13,1
2014-07-14,1
2014-07-15,1
2014-07-16,1
2014-07-17,1
2014-07-18,1
2014-07-19,1
2014-07-20,1
2014-07-21,1
2014-07-22,1
2014-07-23,1
2014-07-24,1
2014-07-25,1
2014-07-26,1
2014-07-27,1
2014-07-28,1
2014-07-29,1
2014-07-30,1
2014-07-31,1
2014-08-01,1
2014-08-02,1
2014-08-03,1
2014-08-04,1
2014-08-05,1
2014-08-06,1
2014-08-07,1
2014-08-08,1
2014-08-09,1
2014-08-10,1
2014-08-11,1
2014-08-12,1
2014-08-13,1
2014-08-14,1
2014-08-15,1
2014-08-16,1
2014-08-17,1
2014-08-18,1
2014-08-19,1
2014-08-20,1
2014-08-21,1
2014-08-22,1
2014-08-23,1
2014-08-24,1
2014-08-25,1
2014-08-26,1
2014-08-27,1
2014-08-28,1
2014-08-29,1
2014-08-30,1
2014-08-31,1
2014-09-01,1
2014-09-02,1
2014-09-03,1
2014-09-04,1
2014-09-05,1
2014-09-06,1
2014-09-07,1
2014-09-08,1
2014-09-09,1
2014-09-10,1
2014-09-11,1
2014-09-12,1
2014-09-13,1
2014-09-14,1
2014-09-15,1
2014-09-16,1
2014-09-17,1
2014-09-18,1
2014-09-19,1
2014-09-20,1
2014-09-21,1
2014-09-22,1
2014-09-23,1
2014-09-24,1
2014-09-25,1
2014-09-26,1
2014-09-27,1
2014-09-28,1
2014-09-29,1
2014-09-30,1
2014-10-01,1
2014-10-02,1
2014-10-03,1
2014-10-04,1
2014-10-05,1
2014-10-06,1
2014-10-07,1
2014-10-08,1
2014-10-09,1
2014-10-10,1
2014-10-11,1
2014-10-12,1
2014-10-13,1
2014-10-14,1
2014-10-15,1
2014-10-16,1
2014-10-17,1
2014-10-18,1
2014-10-19,1
2014-10-20,1
2014-10-21,1
2014-10-22,1
2014-10-23,1
2014-10-24,1
2014-10-25,1
2014-10-26,1
2014-10-27,1
2014-10-28,1
2014-10-29,1
2014-10-30,1
2014-10-31,1
2014-11-01,1
2014-11-02,1
2014-11-03,1
2014-11-04,1
2015-01-01,1
2015-05-01,3
2015-05-02,2
2015-05-03,1
2015-05-04,2
2015-05-05,1
2015-05-06,1
2015-05-07,1
2015-05-08,1
2015-05-09,1
2015-05-10,1
2015-05-11,2
2015-05-12,2
2015-05-13,3
2015-05-14,3
2015-05-15,3
2015-05-16,3
2015-05-17,2
2015-05-18,2
2015-05-19,1
2015-05-20,3
2015-05-21,2
2015-05-26,2
2015-05-27,3
2015-05-28,3
2015-05-29,3
2015-05-30,2
2015-05-31,2
2015-06-01,2
2015-06-02,2
2015-06-03,2
2015-06-04,3
2015-06-05,2
2015-06-06,3
2015-06-07,3
2015-06-08,3
2015-06-09,4
2015-06-10,5
2015-06-11,5
2015-06-12,4
2015-06-13,4
2015-06-15,4
2015-06-16,5
2015-06-17,5
2015-06-18,4
2015-06-19,5
2015-06-20,5
2015-06-21,4
2015-06-22,5
2015-06-23,5
2015-06-24,5
2015-06-25,5
2015-06-26,4
2015-06-27,5
2015-06-28,5
2015-06-29,5
2015-06-30,4
2015-07-01,4
2015-07-02,4
2015-07-03,5
2015-07-04,5
2015-07-05,7
2015-07-06,5
2015-07-07,6
2015-07-08,6
2015-07-09,6
2015-07-10,6
2015-07-11,5
2015-07-13,1
2015-07-14,3
2015-07-15,4
2015-07-16,5
2015-07-17,4
2015-07-18,4
2015-07-19,3
2015-07-20,4
2015-07-21,2
2015-07-22,2
2015-07-23,1
2015-08-12,1
2015-08-13,1
2015-08-14,1
2015-08-15,1
2015-08-17,1
2015-08-18,1
2015-08-19,1
2015-08-20,1
2015-08-21,1
2015-08-22,1
2015-08-23,1
2015-08-24,1
2015-08-25,1
2015-08-26,1
2015-08-27,1
2015-08-28,1
2015-08-29,2
2015-08-30,2
2015-08-31,3
2015-09-01,3
2015-09-02,2
2015-09-03,2
2015-09-04,2
2015-09-05,3
2015-09-06,5
2015-09-07,3
2015-09-08,2
2015-09-09,2
2015-09-10,3
2015-09-11,1
2015-09-12,1
2015-09-13,2
2015-09-14,2
2015-09-15,3
2015-09-16,2
2015-09-17,1
2015-09-18,1
2015-09-19,1
2015-09-20,1
