0.591,0.466,0.644,0.613,0.574,0.335,0.313,0.266,0.271,0.201,0.546,0.47100000000000003,0.499,0.669,0.816,0.601,0.478,0.489,0.525,0.43,0.401,0.498,0.7040000000000001,0.358,0.511,0.7140000000000001,0.628,0.38,0.306,0.363
0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.023333332999999998,0.028333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333000000001,0.006666666999999999,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.288333333,0.34666666700000004,0.323333333,0.321666667,0.27,0.223333333,0.238333333,0.285,0.34,0.395,0.365,0.365,0.35333333299999997,0.33833333299999996,0.3,0.3,0.283333333,0.306666667,0.315,0.21,0.223333333,0.278333333,0.31,0.34166666700000003,0.385,0.423333333,0.365,0.296666667,0.301666667,0.321666667
0.34166666700000003,0.451666667,0.386666667,0.41166666700000004,0.333333333,0.303333333,0.33666666700000003,0.371666667,0.446666667,0.493333333,0.40833333299999997,0.465,0.41166666700000004,0.391666667,0.32666666699999997,0.378333333,0.33666666700000003,0.40166666700000003,0.39833333299999996,0.271666667,0.303333333,0.36,0.34833333299999997,0.446666667,0.465,0.518333333,0.441666667,0.37,0.38833333299999995,0.423333333
0.235,0.236666667,0.268333333,0.253333333,0.211666667,0.18333333300000001,0.151666667,0.196666667,0.225,0.316666667,0.33666666700000003,0.295,0.3,0.301666667,0.28,0.246666667,0.245,0.215,0.271666667,0.173333333,0.155,0.19166666699999999,0.28,0.22166666699999998,0.345,0.363333333,0.286666667,0.241666667,0.21833333300000002,0.241666667
0.5795,0.5285,0.555,0.6285,0.5935,0.4545,0.324,0.2895,0.2685,0.23600000000000002,0.3735,0.5085,0.485,0.584,0.7425,0.7085,0.5395,0.4835,0.507,0.4775,0.4155,0.4495,0.601,0.531,0.4345,0.6125,0.6709999999999999,0.504,0.34299999999999997,0.3345
0.0,0.0,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0,0.011666667,0.025833332999999997,0.014166666999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666999999999,0.01,0.003333333,0.0,0.0,0.0
0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0
0.2675,0.3175,0.335,0.3225,0.29583333300000003,0.246666667,0.230833333,0.261666667,0.3125,0.3675,0.38,0.365,0.35916666700000005,0.34583333299999997,0.319166667,0.3,0.291666667,0.295,0.310833333,0.2625,0.21666666699999998,0.250833333,0.294166667,0.325833333,0.363333333,0.40416666700000003,0.394166667,0.330833333,0.299166667,0.311666667
0.34,0.39666666700000003,0.41916666700000005,0.39916666700000003,0.3725,0.318333333,0.32,0.35416666700000005,0.40916666700000004,0.47,0.45083333299999995,0.436666667,0.438333333,0.40166666700000003,0.35916666700000005,0.3525,0.3575,0.369166667,0.4,0.335,0.2875,0.33166666699999997,0.35416666700000005,0.3975,0.45583333299999995,0.49166666700000006,0.48,0.40583333299999996,0.379166667,0.40583333299999996
