2014-01-01,51.3
2014-01-02,35.4
2014-01-03,54.4
2014-01-04,47.1
2014-01-05,48.4
2014-01-06,50.4
2014-01-07,56.0
2014-01-08,56.6
2014-01-09,26.3
2014-01-10,48.6
2014-01-11,44.1
2014-01-12,43.5
2014-01-13,26.0
2014-01-14,33.8
2014-01-15,42.0
2014-01-16,59.9
2014-01-17,55.9
2014-01-18,42.4
2014-01-19,44.8
2014-01-20,83.3
2014-01-21,62.6
2014-01-22,60.0
2014-01-23,65.6
2014-01-24,64.4
2014-01-25,74.4
2014-01-26,42.1
2014-01-27,48.0
2014-01-28,52.8
2014-01-29,40.1
2014-01-30,66.1
2014-01-31,26.1
2014-02-01,63.8
2014-02-02,91.6
2014-02-03,38.5
2014-02-04,25.9
2014-02-05,27.5
2014-02-06,29.8
2014-02-07,47.3
2014-02-08,79.4
2014-02-09,76.5
2014-02-10,55.0
2014-02-11,42.1
2014-02-12,49.3
2014-02-13,46.1
2014-02-14,47.3
2014-02-15,54.6
2014-02-16,53.3
2014-02-17,45.5
2014-02-18,45.9
2014-02-19,48.6
2014-02-20,61.5
2014-02-21,49.1
2014-02-22,49.3
2014-02-23,50.6
2014-02-24,58.0
2014-02-25,59.9
2014-02-26,44.9
2014-02-27,55.4
2014-02-28,58.8
2014-03-01,61.1
2014-03-02,46.4
2014-03-03,34.4
2014-03-04,48.0
2014-03-05,44.8
2014-03-06,43.4
2014-03-07,45.9
2014-03-08,55.0
2014-03-09,56.4
2014-03-10,50.4
2014-03-11,65.0
2014-03-12,75.8
2014-03-13,54.5
2014-03-14,54.6
2014-03-15,66.8
2014-03-16,68.3
2014-03-17,79.0
2014-03-18,75.3
2014-03-19,65.5
2014-03-20,71.3
2014-03-21,52.5
2014-03-22,63.5
2014-03-23,63.6
2014-03-24,60.5
2014-03-25,75.9
2014-03-26,64.6
2014-03-27,68.9
2014-03-28,57.3
2014-03-29,73.4
2014-03-30,63.5
2014-03-31,49.3
2014-04-01,33.8
2014-04-02,30.0
2014-04-03,63.0
2014-04-04,52.6
2014-04-05,60.5
2014-04-06,50.6
2014-04-07,64.9
2014-04-08,60.9
2014-04-09,85.3
2014-04-10,71.5
2014-04-11,69.5
2014-04-12,68.8
2014-04-13,54.9
2014-04-14,53.3
2014-04-15,80.1
2014-04-16,81.0
2014-04-17,67.4
2014-04-18,59.9
2014-04-19,56.0
2014-04-20,54.4
2014-04-21,55.1
2014-04-22,43.1
2014-04-23,49.4
2014-04-24,49.0
2014-04-25,32.5
2014-04-26,38.9
2014-04-27,86.6
2014-04-28,91.6
2014-04-29,69.5
2014-04-30,62.1
2014-05-01,60.5
2014-05-02,70.9
2014-05-03,54.6
2014-05-04,57.8
2014-05-05,56.5
2014-05-06,45.9
2014-05-07,48.3
2014-05-08,83.9
2014-05-09,60.8
2014-05-10,43.4
2014-05-11,54.4
2014-05-12,79.1
2014-05-13,69.9
2014-05-14,59.1
2014-05-15,66.9
2014-05-16,50.3
2014-05-17,48.0
2014-05-18,50.1
2014-05-19,55.1
2014-05-20,45.4
2014-05-21,65.3
2014-05-22,63.4
2014-05-23,68.4
2014-05-24,68.8
2014-05-25,78.9
2014-05-26,67.4
2014-05-27,49.5
2014-05-28,60.8
2014-05-29,54.6
2014-05-30,42.5
2014-05-31,50.3
2014-06-01,58.1
2014-06-02,73.5
2014-06-03,95.3
2014-06-04,61.5
2014-06-05,58.8
2014-06-06,58.9
2014-06-07,65.1
2014-06-08,75.3
2014-06-09,70.8
2014-06-10,72.0
2014-06-11,87.1
2014-06-12,73.9
2014-06-13,79.0
2014-06-14,71.6
2014-06-15,69.9
2014-06-16,66.4
2014-06-17,71.8
2014-06-18,71.3
2014-06-19,79.3
2014-06-20,76.5
2014-06-21,80.9
2014-06-22,74.4
2014-06-23,91.4
2014-06-24,74.6
2014-06-25,74.1
2014-06-26,68.0
2014-06-27,74.8
2014-06-28,71.6
2014-06-29,70.3
2014-06-30,68.0
2014-07-01,67.8
2014-07-02,77.3
2014-07-03,85.5
2014-07-04,62.1
2014-07-05,70.4
2014-07-06,65.8
2014-07-07,61.4
2014-07-08,73.0
2014-07-09,78.3
2014-07-10,57.9
2014-07-11,63.4
2014-07-12,74.3
2014-07-13,73.4
2014-07-14,70.8
2014-07-15,69.4
2014-07-16,68.4
2014-07-17,75.9
2014-07-18,80.5
2014-07-19,79.8
2014-07-20,75.8
2014-07-21,73.9
2014-07-22,83.9
2014-07-23,90.0
2014-07-24,92.8
2014-07-25,81.9
2014-07-26,86.1
2014-07-27,75.0
2014-07-28,71.6
2014-07-29,68.4
2014-07-30,70.6
2014-07-31,75.9
2014-08-01,63.4
2014-08-02,55.0
2014-08-03,87.6
2014-08-04,93.0
2014-08-05,87.5
2014-08-06,92.4
2014-08-07,91.1
2014-08-08,62.3
2014-08-09,48.4
2014-08-10,79.4
2014-08-11,78.4
2014-08-12,77.8
2014-08-13,75.3
2014-08-14,78.6
2014-08-15,72.9
2014-08-16,73.9
2014-08-17,81.1
2014-08-18,90.0
2014-08-19,96.6
2014-08-20,86.0
2014-08-21,96.5
2014-08-22,83.4
2014-08-23,79.5
2014-08-24,75.5
2014-08-25,71.8
2014-08-26,71.4
2014-08-27,66.8
2014-08-28,65.3
2014-08-29,71.9
2014-08-30,71.6
2014-08-31,68.6
2014-09-01,72.5
2014-09-02,73.6
2014-09-03,99.8
2014-09-04,79.4
2014-09-05,76.0
2014-09-06,66.9
2014-09-07,72.1
2014-09-08,75.0
2014-09-09,66.5
2014-09-10,60.6
2014-09-11,61.1
