0.769,0.5,0.4819,0.529,0.5261,0.5726399999999999,0.5388,0.066666667,0.002333333,0.001166667,0.003777778,0.002833333,0.005933333000000001,0.005111111,1.0,0.4,0.2,0.26666666699999997,0.2,0.28,0.3,0.553333333,0.612666667,0.603833333,0.588555556,0.57225,0.565733333,0.55,0.5033333329999999,0.527666667,0.517,0.507888889,0.492166667,0.489066667,0.476555556,0.6166666670000001,0.704666667,0.696333333,0.6728888890000001,0.658833333,0.6505333329999999,0.631777778,1.0,15.0
0.479,0.5382,0.544,0.5526,0.5985,0.5804,0.574433333,0.0,0.000666667,0.0045,0.006777778000000001,0.007083333000000001,0.005666666999999999,0.014388888999999998,0.0,0.0,0.2,0.133333333,0.3,0.28,0.3,0.596666667,0.576666667,0.569333333,0.555,0.550166667,0.5422,0.513833333,0.54,0.491,0.48716666700000005,0.47711111100000003,0.47675,0.467466667,0.451222222,0.66,0.669,0.653333333,0.639333333,0.632083333,0.626066667,0.599333333,1.0,15.0
0.414,0.635,0.5526,0.584533333,0.59575,0.60128,0.587966667,0.0,0.009000000000000001,0.0045,0.007666666999999999,0.007083333000000001,0.016666667,0.014722222,0.0,0.2,0.2,0.2,0.35,0.28,0.333333333,0.6333333329999999,0.559333333,0.560333333,0.548555556,0.54625,0.5268666670000001,0.5071111110000001,0.543333333,0.485,0.47966666700000005,0.47433333299999997,0.473,0.46333333299999996,0.44683333299999994,0.718333333,0.644333333,0.646166667,0.629555556,0.629,0.6176,0.590333333,1.0,15.0
0.395,0.6768,0.5529,0.610733333,0.59675,0.60444,0.5951333329999999,0.0,0.009000000000000001,0.0045,0.008333333,0.007083333000000001,0.016933333000000002,0.014722222,0.0,0.4,0.2,0.26666666699999997,0.35,0.32,0.36666666700000006,0.611666667,0.556666667,0.552666667,0.545888889,0.5418333329999999,0.5216666670000001,0.501555556,0.485,0.499,0.4765,0.475,0.469583333,0.45906666700000004,0.442888889,0.723333333,0.6313333329999999,0.636833333,0.623888889,0.624,0.611266667,0.583722222,1.0,15.0
0.851,0.5498,0.5598,0.6186,0.59095,0.61448,0.599733333,0.003333333,0.008333333,0.009833333,0.009222221999999999,0.006916667,0.017533333,0.017055556,1.0,0.4,0.2,0.4,0.35,0.4,0.36666666700000006,0.505,0.562,0.544166667,0.541333333,0.5335833329999999,0.5085333329999999,0.488833333,0.46333333299999996,0.483333333,0.47016666700000004,0.47200000000000003,0.461583333,0.44973333299999996,0.43272222200000005,0.565,0.6376666670000001,0.6245,0.619777778,0.6153333329999999,0.593333333,0.5702222220000001,1.0,15.0
0.484,0.5698,0.653,0.604666667,0.63065,0.62268,0.589166667,0.0,0.011333333000000001,0.009666667,0.0064444440000000006,0.019833333,0.0188,0.016055556000000002,0.0,0.0,0.4,0.333333333,0.4,0.4,0.36666666700000006,0.525,0.526333333,0.531,0.524111111,0.495166667,0.483733333,0.46799999999999997,0.431666667,0.457,0.46633333299999996,0.45433333299999995,0.441333333,0.4284,0.41372222200000003,0.6233333329999999,0.6113333329999999,0.610833333,0.6078888889999999,0.58225,0.5690666670000001,0.551444444,1.0,15.0
0.5,0.6484,0.6389,0.633733333,0.63615,0.6224,0.5812666670000001,0.0,0.013999999999999999,0.009666667,0.024777777999999997,0.019833333,0.0188,0.016055556000000002,0.0,0.2,0.5,0.333333333,0.45,0.4,0.36666666700000006,0.543333333,0.525,0.532166667,0.504555556,0.49025,0.4796,0.46505555600000004,0.46833333299999996,0.46366666700000003,0.46633333299999996,0.452444444,0.43625,0.423733333,0.410388889,0.6466666670000001,0.596333333,0.611833333,0.598555556,0.5761666670000001,0.564866667,0.548611111,1.0,15.0
0.39799999999999996,0.7264,0.6406,0.6388,0.6455,0.62312,0.5937,0.0,0.016,0.009666667,0.025222222000000002,0.019833333,0.0188,0.016055556000000002,0.0,0.4,0.5,0.4,0.45,0.4,0.36666666700000006,0.535,0.532333333,0.531,0.501,0.48458333299999995,0.47533333299999997,0.462722222,0.45333333299999995,0.47200000000000003,0.46266666700000003,0.447444444,0.43191666700000003,0.420133333,0.409,0.63,0.598,0.611166667,0.5942222220000001,0.569583333,0.560533333,0.547,1.0,15.0
0.565,0.7256,0.6282,0.639133333,0.64705,0.62856,0.589666667,0.0,0.016,0.009666667,0.025222222000000002,0.019833333,0.019266667,0.016055556000000002,0.0,0.6,0.5,0.46666666700000003,0.45,0.4,0.36666666700000006,0.49,0.543333333,0.532833333,0.497111111,0.481333333,0.47053333299999994,0.461722222,0.42666666700000005,0.475,0.46483333299999996,0.444333333,0.42875,0.41706666700000006,0.40716666700000004,0.575,0.613666667,0.6135,0.589555556,0.565666667,0.5549333329999999,0.546444444,1.0,15.0
0.64,0.7588,0.6218,0.6459999999999999,0.657,0.62288,0.5830333329999999,0.0,0.018333333,0.009666667,0.025777777999999998,0.0235,0.019266667,0.016055556000000002,0.0,0.6,0.5,0.46666666700000003,0.45,0.44,0.36666666700000006,0.523333333,0.539666667,0.530166667,0.49200000000000005,0.47566666700000004,0.46793333299999995,0.45899999999999996,0.445,0.47666666700000004,0.46016666700000003,0.441444444,0.42608333299999995,0.414733333,0.40433333299999996,0.6083333329999999,0.6173333329999999,0.613166667,0.582444444,0.560416667,0.553333333,0.544,1.0,15.0
