Date,Mosq
2011-05-01,0
2011-05-02,0
2011-05-03,0
2011-05-04,4
2011-05-05,4
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,2
2011-05-17,5
2011-05-18,2
2011-05-19,7
2011-05-20,6
2011-05-21,0
2011-05-22,2
2011-05-23,4
2011-05-24,2
2011-05-25,1
2011-05-26,6
2011-05-27,7
2011-05-28,3
2011-05-29,0
2011-05-30,2
2011-05-31,11
2011-06-01,17
2011-06-02,11
2011-06-03,0
2011-06-04,7
2011-06-05,4
2011-06-06,1
2011-06-07,2
2011-06-08,13
2011-06-09,2
2011-06-10,2
2011-06-11,0
2011-06-12,7
2011-06-13,1
2011-06-14,0
2011-06-15,3
2011-06-16,7
2011-06-17,4
2011-06-18,9
2011-06-19,6
2011-06-20,1
2011-06-21,2
2011-06-22,8
2011-06-23,7
2011-06-24,4
2011-06-25,9
2011-06-26,16
2011-06-27,25
2011-06-28,2
2011-06-29,3
2011-06-30,18
2011-07-01,9
2011-07-02,15
2011-07-03,2
2011-07-04,6
2011-07-05,9
2011-07-06,0
2011-07-07,0
2011-07-08,83
2011-07-09,6
2011-07-10,99
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,6
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,0
2011-08-02,0
2011-08-03,0
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,0
2011-08-09,0
2011-08-10,0
2011-08-11,0
2011-08-12,0
2011-08-13,0
2011-08-14,0
2011-08-15,1
2011-08-16,10
2011-08-17,14
2011-08-18,15
2011-08-19,24
2011-08-20,12
2011-08-21,29
2011-08-22,16
2011-08-23,16
2011-08-24,5
2011-08-25,11
2011-08-26,7
2011-08-27,9
2011-08-28,11
2011-08-29,8
2011-08-30,14
2011-08-31,10
2011-09-01,4
2011-09-02,9
2011-09-03,22
2011-09-04,21
2011-09-05,7
2011-09-06,9
2011-09-07,13
2011-09-08,19
2011-09-09,0
2011-09-10,1
2011-09-11,0
2011-09-12,0
2011-09-13,2
2011-09-14,4
2011-09-15,3
2011-09-16,2
2011-09-17,0
2011-09-18,2
2011-09-19,0
2011-09-20,0
2011-09-21,1
2011-09-22,0
2011-09-23,1
2011-09-24,0
2011-09-25,2
2011-09-26,0
2011-09-27,1
2011-09-28,0
2011-09-29,0
2011-09-30,0
2011-10-01,0
2011-10-02,0
2011-10-03,1
2011-10-04,0
2011-10-05,0
2011-10-06,0
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,0
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,0
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-22,1
2011-10-23,1
2011-10-24,0
2011-10-25,0
2011-10-26,1
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,0
2011-10-31,0
2011-11-01,2
2011-11-02,0
2011-11-03,3
2011-11-04,1
2011-11-05,4
2011-11-06,1
2011-11-07,2
2011-11-08,0
2011-11-09,3
2011-11-10,0
2011-11-11,2
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,1
2011-11-16,0
2011-11-17,0
2011-11-18,2
2011-11-19,1
2011-11-20,1
2011-11-21,1
2011-11-22,0
2011-11-23,1
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,1
2011-11-29,0
2011-11-30,2
2011-12-01,2
2011-12-02,1
2011-12-03,2
2011-12-04,2
2011-12-05,11
2011-12-06,1
2011-12-07,1
2011-12-08,1
2011-12-09,2
2011-12-10,3
2011-12-11,1
2011-12-12,1
2011-12-13,0
2011-12-14,1
2011-12-15,0
2011-12-16,1
2011-12-17,2
2011-12-18,4
2011-12-19,1
2011-12-20,3
2011-12-21,1
2011-12-22,0
