,2012-09-07,2012-09-06,2012-09-05,2012-09-04,2012-09-03,2012-09-02,2012-09-01,2012-08-31,2012-08-30,2012-08-29,2012-08-28,2012-08-27,2012-08-26,2012-08-25,2012-08-24,2012-08-23,2012-08-22,2012-08-21,2012-08-20,2012-08-19,2012-08-18,2012-08-17,2012-08-16,2012-08-15,2012-08-14,2012-08-13,2012-08-12,2012-08-11,2012-08-10,2012-08-09,2012-08-08
hum,0.606,0.529,0.611,0.841,0.7140000000000001,0.6509999999999999,0.69,0.6559999999999999,0.858,0.703,0.695,0.599,0.723,0.8009999999999999,0.7,0.6829999999999999,0.805,0.8540000000000001,0.8740000000000001,0.758,0.8029999999999999,0.74,0.688,0.88,0.643,0.65,0.8029999999999999,0.65,0.6940000000000001,0.635,0.516
hum5,0.6692,0.7014,0.7104,0.7138,0.7116,0.7204,0.7022,0.7156,0.7042,0.7036,0.7012,0.7424,0.7686,0.7832,0.7948,0.8188,0.8058,0.7726,0.7738,0.7508,0.7202,0.7328,0.7252,0.688,0.6864,0.6596,0.595,0.5732,0.5364,0.5096,0.5102
hum10,0.6948,0.7018,0.713,0.7090000000000001,0.7076,0.7108,0.7223,0.7421,0.7437,0.7492,0.76,0.7741,0.7706,0.7785,0.7728,0.7695,0.7693,0.7489,0.7309,0.7186,0.6899,0.6639,0.6492,0.6122,0.598,0.5849,0.5582,0.55,0.5467,0.5555,0.5707
hum15,0.6969333329999999,0.715333333,0.731533333,0.733733333,0.736666667,0.7468,0.750133333,0.752266667,0.753733333,0.749733333,0.746733333,0.760333333,0.755466667,0.7483333329999999,0.7440000000000001,0.732866667,0.7112,0.690333333,0.6660666670000001,0.648933333,0.63,0.6164,0.6084,0.5938,0.5991333329999999,0.600333333,0.591666667,0.593666667,0.589666667,0.592666667,0.6062
hum20,0.7274,0.73795,0.7418,0.74375,0.7402,0.74015,0.7458,0.7455,0.7373,0.7339,0.72495,0.7190000000000001,0.7099,0.69535,0.6854,0.6772,0.66375,0.64945,0.6388,0.63705,0.6303,0.62695,0.62655,0.61425,0.6161,0.61955,0.61635,0.62105,0.62005,0.6251,0.64195
hum25,0.72596,0.73692,0.73848,0.7326,0.72944,0.72404,0.7156399999999999,0.71104,0.69712,0.68904,0.682,0.67948,0.67328,0.66768,0.6686,0.6679999999999999,0.66272,0.65576,0.6461600000000001,0.64304,0.63968,0.63964,0.64188,0.63364,0.63736,0.64548,0.64488,0.64708,0.65144,0.66184,0.67404
hum30,0.6977,0.6972666670000001,0.6929,0.6829,0.6761,0.6711,0.6654,0.6614,0.6517333329999999,0.650333333,0.651266667,0.653566667,0.6519,0.6478666670000001,0.6456666670000001,0.645566667,0.6427,0.638866667,0.6345333329999999,0.631733333,0.6295,0.633266667,0.6366,0.6307666670000001,0.6361,0.644266667,0.6448666670000001,0.648566667,0.6495333329999999,0.6562,0.661466667
raf,0.023333332999999998,0.0,0.028333333,0.318333333,0.0016666670000000001,0.0,0.0016666670000000001,0.0,0.141666667,0.016666667,0.05,0.0,0.0,0.048333333,0.028333333,0.0,0.081666667,0.528333333,0.25,0.013333333000000001,0.003333333,0.0,0.0,0.586666667,0.041666667000000004,0.0016666670000000001,0.10666666699999999,0.0,0.0,0.0,0.0
raf5,0.069666667,0.07,0.06433333299999999,0.028999999999999998,0.032,0.042,0.041666667000000004,0.041666667000000004,0.023,0.025333333,0.015333333000000001,0.031666667,0.137333333,0.177666667,0.174666667,0.175333333,0.159,0.053333333,0.12066666699999999,0.12633333300000002,0.126,0.147333333,0.147333333,0.03,0.021666667,0.021333333,0.0,0.0,0.0,0.0,0.0
raf10,0.055833333,0.055833333,0.053,0.026000000000000002,0.028666667000000003,0.028666667000000003,0.036666667,0.0895,0.10033333300000001,0.1,0.095333333,0.095333333,0.095333333,0.149166667,0.1505,0.150666667,0.153166667,0.10033333300000001,0.075333333,0.07400000000000001,0.073666667,0.073666667,0.073666667,0.015,0.010833333,0.010666667,0.0,0.0,0.0,0.003666667,0.003666667
raf15,0.042333333,0.047777778,0.081111111,0.076555556,0.077333333,0.077555556,0.077444444,0.077444444,0.107111111,0.108777778,0.105555556,0.112666667,0.112666667,0.109444444,0.107555556,0.107555556,0.10211111099999999,0.066888889,0.050222222000000004,0.049333333,0.049111111,0.049111111,0.049111111,0.01,0.009666667,0.009555556,0.002444444,0.002444444,0.002444444,0.002444444,0.002444444
raf20,0.075583333,0.075583333,0.074166667,0.08758333300000001,0.089583333,0.08966666699999999,0.094916667,0.094916667,0.08783333300000001,0.087,0.0845,0.0845,0.0845,0.082083333,0.080666667,0.080666667,0.076583333,0.050166667000000005,0.037666667,0.038833333,0.038666667,0.038666667,0.038666667,0.009333333000000001,0.00725,0.007166667,0.002,0.003666667,0.003666667,0.00375,0.017833333
raf25,0.08566666699999999,0.089933333,0.0888,0.076066667,0.076,0.076,0.07593333299999999,0.07593333299999999,0.070266667,0.0696,0.0676,0.0676,0.0676,0.065666667,0.066,0.066,0.062733333,0.0416,0.0316,0.031066667000000003,0.030933332999999997,0.031066667000000003,0.0324,0.008933333,0.007333333,0.018533333,0.014533333,0.0146,0.0148,0.019333333,0.020466667
raf30,0.074944444,0.074944444,0.07400000000000001,0.063388889,0.06333333299999999,0.06333333299999999,0.06327777799999999,0.06327777799999999,0.058555555999999995,0.057999999999999996,0.057555555999999994,0.057555555999999994,0.057555555999999994,0.055944444,0.055,0.055,0.052277778,0.034777777999999995,0.027555556000000002,0.027111111,0.027055556,0.036444444,0.036666667,0.017166667,0.015944444,0.019666667,0.017055556,0.021888888999999998,0.021888888999999998,0.022666667,0.023222222
rfd,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
rfd5,0.8,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.6,0.8,0.8,0.8,1.0,0.8,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.4,0.2,0.0,0.0,0.0,0.0
rfd10,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.6,0.5,0.4,0.4,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.1
rfd15,0.666666667,0.6,0.666666667,0.666666667,0.666666667,0.666666667,0.7333333329999999,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.7333333329999999,0.7333333329999999,0.666666667,0.6,0.6,0.533333333,0.46666666700000003,0.4,0.333333333,0.26666666699999997,0.26666666699999997,0.26666666699999997,0.2,0.2,0.133333333,0.066666667,0.066666667,0.066666667,0.066666667
rfd20,0.7,0.7,0.7,0.65,0.65,0.65,0.7,0.7,0.7,0.65,0.6,0.55,0.55,0.55,0.5,0.45,0.45,0.4,0.35,0.3,0.3,0.25,0.25,0.25,0.2,0.15,0.1,0.1,0.15,0.15,0.2
rfd25,0.68,0.68,0.72,0.68,0.64,0.6,0.6,0.56,0.56,0.52,0.48,0.44,0.44,0.44,0.4,0.4,0.4,0.36,0.32,0.28,0.24,0.2,0.24,0.28,0.24,0.24,0.24,0.24,0.28,0.32,0.36
rfd30,0.6333333329999999,0.6,0.6,0.566666667,0.533333333,0.5,0.5,0.46666666700000003,0.46666666700000003,0.433333333,0.4,0.4,0.4,0.4,0.36666666700000006,0.333333333,0.333333333,0.3,0.3,0.3,0.26666666699999997,0.26666666699999997,0.3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.36666666700000006,0.36666666700000006,0.4
tav,0.6233333329999999,0.615,0.625,0.6083333329999999,0.671666667,0.663333333,0.668333333,0.648333333,0.606666667,0.683333333,0.683333333,0.72,0.708333333,0.671666667,0.6366666670000001,0.635,0.6233333329999999,0.67,0.665,0.713333333,0.706666667,0.713333333,0.681666667,0.648333333,0.693333333,0.696666667,0.666666667,0.715,0.701666667,0.736666667,0.7433333329999999
tav5,0.6366666670000001,0.647333333,0.652,0.651666667,0.654,0.6579999999999999,0.668333333,0.680333333,0.693333333,0.684,0.674333333,0.655,0.647333333,0.6459999999999999,0.661333333,0.675666667,0.693666667,0.696,0.692666667,0.688666667,0.686666667,0.677333333,0.684,0.694666667,0.703333333,0.712666667,0.732,0.7443333329999999,0.7606666670000001,0.769,0.774333333
tav10,0.647333333,0.657833333,0.666166667,0.6725,0.669,0.666166667,0.661666667,0.663833333,0.669666667,0.672666667,0.675,0.674333333,0.671666667,0.669333333,0.675,0.6811666670000001,0.6855,0.69,0.693666667,0.696,0.699666667,0.704666667,0.714166667,0.727666667,0.736166667,0.7435,0.753166667,0.7585,0.762166667,0.7609999999999999,0.76
tav15,0.656333333,0.656888889,0.659888889,0.663666667,0.666444444,0.669333333,0.672333333,0.674555556,0.677333333,0.6779999999999999,0.6788888890000001,0.675333333,0.6757777779999999,0.6777777779999999,0.684444444,0.691666667,0.701,0.7081111109999999,0.716,0.720333333,0.724555556,0.727888889,0.733666667,0.739666667,0.741777778,0.744222222,0.7478888890000001,0.748222222,0.7493333329999999,0.748222222,0.7465555559999999
tav20,0.661166667,0.666083333,0.6689166670000001,0.6709166670000001,0.672,0.673666667,0.673583333,0.6769166670000001,0.681666667,0.684333333,0.687333333,0.6895,0.692916667,0.6985,0.705583333,0.712333333,0.719333333,0.72425,0.727916667,0.7285,0.729833333,0.73025,0.732166667,0.735666667,0.737,0.738083333,0.7405,0.74025,0.7406666670000001,0.737916667,0.73325
tav25,0.666266667,0.668333333,0.671933333,0.675666667,0.678266667,0.681466667,0.685266667,0.6904,0.697466667,0.7012666670000001,0.704733333,0.706466667,0.708866667,0.711533333,0.715066667,0.7190000000000001,0.722933333,0.724933333,0.727066667,0.7273333329999999,0.7278,0.727866667,0.7290000000000001,0.7314666670000001,0.731,0.7291333329999999,0.730066667,0.7284,0.725,0.7188,0.714466667
tav30,0.657555556,0.661833333,0.666444444,0.6720555559999999,0.6757777779999999,0.6796111109999999,0.6829999999999999,0.6868333329999999,0.692222222,0.6940555559999999,0.695444444,0.695888889,0.696333333,0.6979444440000001,0.700666667,0.7035,0.706666667,0.7081666670000001,0.709666667,0.709555556,0.708722222,0.706611111,0.706888889,0.707722222,0.7051666670000001,0.701333333,0.700277778,0.699333333,0.698,0.695,0.692888889
",tmi",0.548333333,0.526666667,0.568333333,0.556666667,0.6233333329999999,0.6,0.6233333329999999,0.555,0.568333333,0.615,0.615,0.656666667,0.656666667,0.611666667,0.601666667,0.601666667,0.586666667,0.635,0.645,0.678333333,0.683333333,0.658333333,0.625,0.6216666670000001,0.635,0.615,0.6133333329999999,0.66,0.671666667,0.691666667,0.68
tmi5,0.575,0.594333333,0.591666667,0.594,0.592333333,0.595333333,0.602,0.6223333329999999,0.631,0.6283333329999999,0.6256666670000001,0.611666667,0.6073333329999999,0.614,0.6293333329999999,0.6456666670000001,0.66,0.6579999999999999,0.653333333,0.6446666670000001,0.631,0.622,0.629,0.639,0.650333333,0.663333333,0.679666667,0.691666667,0.700333333,0.705333333,0.711
tmi10,0.5851666670000001,0.598166667,0.607,0.6125,0.6103333329999999,0.6105,0.606833333,0.614833333,0.6225,0.628833333,0.6356666670000001,0.635833333,0.6326666670000001,0.6336666670000001,0.637,0.638333333,0.6409999999999999,0.6435,0.646166667,0.6475,0.647166667,0.650833333,0.660333333,0.669666667,0.6778333329999999,0.6871666670000001,0.6955,0.6985,0.7005,0.6941666670000001,0.6940000000000001
tmi15,0.598666667,0.602666667,0.607111111,0.613,0.6166666670000001,0.622222222,0.624555556,0.629222222,0.632777778,0.6341111110000001,0.6341111110000001,0.631222222,0.631444444,0.635444444,0.641444444,0.6466666670000001,0.653888889,0.659555556,0.664222222,0.6667777779999999,0.668444444,0.6709999999999999,0.675333333,0.68,0.679555556,0.683777778,0.6871111109999999,0.686777778,0.685555556,0.683222222,0.6828888890000001
tmi20,0.6104166670000001,0.617,0.619833333,0.623083333,0.6236666670000001,0.624416667,0.623916667,0.629166667,0.6343333329999999,0.638166667,0.641416667,0.643333333,0.6465,0.651666667,0.657416667,0.66275,0.66825,0.6709999999999999,0.673333333,0.6708333329999999,0.670583333,0.6708333329999999,0.672333333,0.6739166670000001,0.675,0.6779999999999999,0.680916667,0.680333333,0.679416667,0.675666667,0.6728333329999999
tmi25,0.614533333,0.618,0.6216666670000001,0.626266667,0.629,0.6322,0.635066667,0.6416666670000001,0.6475333329999999,0.6516,0.655333333,0.656933333,0.658266667,0.661466667,0.662533333,0.6656,0.668666667,0.669466667,0.6698,0.668933333,0.6686,0.669133333,0.6700666670000001,0.671333333,0.6706,0.670933333,0.6730666670000001,0.671133333,0.667,0.662,0.658466667
tmi30,0.6083333329999999,0.613444444,0.6176666670000001,0.623111111,0.626166667,0.630055556,0.632888889,0.637611111,0.6416666670000001,0.644222222,0.6446666670000001,0.645388889,0.645611111,0.647055556,0.6487777779999999,0.650611111,0.653555556,0.6547777779999999,0.654888889,0.654055556,0.651833333,0.650666667,0.652055556,0.6517222220000001,0.6495,0.647888889,0.647166667,0.645611111,0.643166667,0.639888889,0.637055556
tmx,0.701666667,0.695,0.696666667,0.665,0.731666667,0.7416666670000001,0.736666667,0.73,0.663333333,0.7383333329999999,0.7466666670000001,0.798333333,0.791666667,0.745,0.691666667,0.678333333,0.66,0.731666667,0.705,0.77,0.7383333329999999,0.783333333,0.74,0.701666667,0.76,0.783333333,0.715,0.7616666670000001,0.7333333329999999,0.811666667,0.808333333
