,2011-10-22,2011-10-21,2011-10-20,2011-10-19,2011-10-18,2011-10-17,2011-10-16,2011-10-15,2011-10-14,2011-10-13,2011-10-12,2011-10-11,2011-10-10,2011-10-09,2011-10-08,2011-10-07,2011-10-06,2011-10-05,2011-10-04,2011-10-03,2011-10-02,2011-10-01,2011-09-30,2011-09-29,2011-09-28,2011-09-27,2011-09-26,2011-09-25,2011-09-24,2011-09-23,2011-09-22
hum,0.598,0.531,0.524,0.44,0.374,0.34299999999999997,0.628,0.853,0.7929999999999999,0.514,0.525,0.581,0.696,0.59,0.5529999999999999,0.575,0.541,0.515,0.473,0.44299999999999995,0.42100000000000004,0.489,0.495,0.833,0.526,0.41100000000000003,0.521,0.613,0.5589999999999999,0.499,0.498
hum5,0.4424,0.4618,0.5276,0.5982,0.6262,0.6626,0.6532,0.6218,0.5812,0.589,0.599,0.591,0.5548,0.5314,0.5094,0.4786,0.4682,0.4642,0.5362,0.5528,0.5508,0.5572,0.5808,0.526,0.5206,0.5379999999999999,0.5226,0.489,0.4894,0.5156,0.5472
hum10,0.5525,0.5575,0.5747,0.5897,0.6076,0.6308,0.6221,0.5883,0.5563,0.5492,0.5388,0.5296,0.5095,0.5338,0.5311,0.5147,0.5127,0.5225,0.5311,0.5367,0.5444,0.5399,0.5349,0.5077,0.5181,0.5426,0.5586,0.5661,0.5811,0.5815,0.6013
hum15,0.568,0.568666667,0.5680666670000001,0.5702666670000001,0.574866667,0.580066667,0.5708,0.546933333,0.5496,0.5504,0.5428,0.5388,0.533266667,0.5312,0.5276,0.522466667,0.516,0.511333333,0.5172,0.529666667,0.545333333,0.558133333,0.5710000000000001,0.562733333,0.5612,0.5802,0.596866667,0.601733333,0.6148,0.6174,0.6174666670000001
hum20,0.54565,0.54355,0.5421,0.56175,0.56935,0.57275,0.5674,0.5554,0.5437,0.54295,0.5416,0.53475,0.5222,0.52075,0.5246,0.52865,0.53565,0.5443,0.5561,0.5591,0.57285,0.58695,0.5965,0.5926,0.5932,0.5976,0.5978,0.5951,0.59095,0.59,0.59415
hum25,0.54668,0.54628,0.54984,0.5546,0.5596,0.5658,0.5584399999999999,0.5421199999999999,0.53284,0.5374800000000001,0.54272,0.54672,0.5464,0.55116,0.54916,0.5539999999999999,0.5632,0.57004,0.58132,0.58512,0.58824,0.58968,0.59224,0.57796,0.57612,0.58292,0.5874,0.58792,0.5935600000000001,0.6038399999999999,0.61064
hum30,0.5286333329999999,0.5275333329999999,0.5248666670000001,0.525033333,0.531266667,0.5408333329999999,0.541766667,0.536033333,0.5325333329999999,0.539033333,0.5383,0.542133333,0.5446333329999999,0.5478333329999999,0.554566667,0.553333333,0.5519333329999999,0.552266667,0.555133333,0.556233333,0.5582,0.561266667,0.565866667,0.5589666670000001,0.564766667,0.5762666670000001,0.5811666670000001,0.580566667,0.5811,0.583566667,0.5862666670000001
raf,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.125,0.018333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09833333300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raf5,0.0,0.005,0.03,0.033666667000000004,0.033666667000000004,0.033666667000000004,0.028666667000000003,0.003666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019666667,0.019666667,0.019666667,0.019666667,0.019666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00033333300000000006,0.000666667
raf10,0.016833333,0.016833333,0.016833333,0.016833333,0.016833333,0.016833333,0.014333333,0.001833333,0.0,0.0,0.0,0.0,0.0,0.009833333,0.009833333,0.009833333,0.009833333,0.009833333,0.009833333,0.009833333,0.009833333,0.009833333,0.009833333,0.0,0.000166667,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006
