,2011-09-27,2011-09-26,2011-09-25,2011-09-24,2011-09-23,2011-09-22,2011-09-21,2011-09-20,2011-09-19,2011-09-18,2011-09-17,2011-09-16,2011-09-15,2011-09-14,2011-09-13,2011-09-12,2011-09-11,2011-09-10,2011-09-09,2011-09-08,2011-09-07,2011-09-06,2011-09-05,2011-09-04,2011-09-03,2011-09-02,2011-09-01,2011-08-31,2011-08-30,2011-08-29,2011-08-28
hum,0.41100000000000003,0.521,0.613,0.5589999999999999,0.499,0.498,0.444,0.445,0.561,0.63,0.6559999999999999,0.6809999999999999,0.688,0.7090000000000001,0.503,0.696,0.7709999999999999,0.6859999999999999,0.755,0.5379999999999999,0.499,0.525,0.5589999999999999,0.47600000000000003,0.48,0.581,0.633,0.626,0.7,0.7559999999999999,0.6679999999999999
hum5,0.5379999999999999,0.5226,0.489,0.4894,0.5156,0.5472,0.5946,0.6432,0.6728,0.6474,0.6554,0.6734,0.6729999999999999,0.6822,0.6892,0.6498,0.6006,0.5752,0.5194,0.5078,0.5242,0.5458,0.5592,0.604,0.6592,0.6766,0.669,0.6588,0.6334,0.598,0.5846
hum10,0.5426,0.5586,0.5661,0.5811,0.5815,0.6013,0.634,0.6581,0.6775,0.6683,0.6526,0.637,0.6241,0.6008,0.5985,0.5870000000000001,0.5732,0.5672,0.5617,0.5835,0.6004,0.6074,0.609,0.6187,0.6286,0.6306,0.6387,0.6445,0.6514,0.6514,0.6579
hum15,0.5802,0.596866667,0.601733333,0.6148,0.6174,0.6174666670000001,0.622866667,0.630466667,0.6248,0.6148,0.6098,0.6066,0.6024666670000001,0.601866667,0.618733333,0.616866667,0.6051333329999999,0.597733333,0.5856,0.588333333,0.5951333329999999,0.607733333,0.616066667,0.6356,0.654,0.664133333,0.682666667,0.699466667,0.711,0.7184666670000001,0.729866667
hum20,0.5976,0.5978,0.5951,0.59095,0.59,0.59415,0.6036,0.61265,0.6196,0.6259,0.6265,0.6222,0.61655,0.60975,0.61355,0.6088,0.60595,0.60585,0.60655,0.61745,0.62915,0.64845,0.6644,0.68425,0.70365,0.71655,0.72815,0.7363,0.7418,0.74215,0.75115
hum25,0.58292,0.5874,0.58792,0.5935600000000001,0.6038399999999999,0.61064,0.61668,0.62188,0.62236,0.62032,0.61812,0.61944,0.61928,0.62168,0.6318,0.6332800000000001,0.63888,0.64656,0.65128,0.6644800000000001,0.67808,0.6916800000000001,0.7008800000000001,0.71424,0.72556,0.73624,0.73648,0.73844,0.73756,0.7418399999999999,0.74832
hum30,0.5762666670000001,0.5811666670000001,0.580566667,0.5811,0.583566667,0.5862666670000001,0.5915,0.6004666670000001,0.6045666670000001,0.6092,0.612533333,0.614266667,0.6217,0.6273333329999999,0.6396666670000001,0.6454,0.6476666670000001,0.6536333329999999,0.6547666670000001,0.663833333,0.6726333329999999,0.6834,0.6860666670000001,0.6927,0.6993,0.7087,0.7152666670000001,0.7202333329999999,0.723933333,0.728,0.730833333
raf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666670000000001,0.0016666670000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023333332999999998,0.0,0.0
raf5,0.0,0.0,0.0,0.0,0.00033333300000000006,0.000666667,0.000666667,0.000666667,0.000666667,0.00033333300000000006,0.0,0.0,0.0,0.002666667,0.002666667,0.002666667,0.002666667,0.002666667,0.0,0.0,0.0,0.0,0.0,0.004666667,0.004666667,0.004666667,0.004666667,0.004666667,0.0,0.0,0.0
raf10,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.0016666670000000001,0.0015,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006
raf15,0.000222222,0.000222222,0.000222222,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.001,0.0008888889999999999,0.0008888889999999999,0.0008888889999999999,0.002444444,0.002444444,0.002444444,0.002444444,0.002444444,0.001555556,0.001555556,0.001555556,0.001555556,0.001555556,0.0017777779999999998,0.0017777779999999998,0.0017777779999999998,0.004222222,0.009888889,0.008444444,0.013999999999999999,0.015666667
raf20,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.002,0.0019166670000000002,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001333333,0.001333333,0.001333333,0.003166667,0.007416666999999999,0.0075,0.011666667,0.012916667,0.015666667,0.015666667,0.0145,0.0145,0.020666667
raf25,0.000666667,0.000666667,0.000666667,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0015333329999999998,0.001466667,0.001466667,0.001466667,0.0016,0.0016,0.0016,0.003066667,0.006466667,0.006,0.009333333000000001,0.010333333,0.012533333,0.012533333,0.012533333,0.012533333,0.017466666999999998,0.018133333,0.018133333,0.0172,0.019733333,0.0206
raf30,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001388889,0.001333333,0.001333333,0.002555556,0.005388889,0.0054444440000000005,0.008222222,0.009055556,0.010888888999999999,0.010444444,0.010444444,0.010444444,0.014555556,0.015111111000000002,0.015111111000000002,0.015111111000000002,0.017222222,0.017944444,0.018055556,0.017277778,0.026055556,0.026055556
rfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rfd5,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0
rfd10,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
rfd15,0.133333333,0.133333333,0.133333333,0.133333333,0.2,0.2,0.2,0.2,0.2,0.2,0.133333333,0.066666667,0.066666667,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.133333333,0.133333333,0.133333333,0.2,0.26666666699999997,0.26666666699999997,0.333333333
rfd20,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.4,0.35,0.35
rfd25,0.12,0.12,0.12,0.12,0.16,0.16,0.16,0.16,0.16,0.16,0.12,0.08,0.08,0.08,0.12,0.12,0.12,0.16,0.2,0.2,0.24,0.28,0.32,0.32,0.32,0.32,0.36,0.4,0.4,0.36,0.4
rfd30,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.1,0.1,0.133333333,0.166666667,0.2,0.233333333,0.26666666699999997,0.3,0.26666666699999997,0.26666666699999997,0.26666666699999997,0.3,0.333333333,0.333333333,0.333333333,0.36666666700000006,0.4,0.433333333,0.4,0.433333333
tav,0.6166666670000001,0.611666667,0.588333333,0.583333333,0.581666667,0.568333333,0.558333333,0.553333333,0.543333333,0.6083333329999999,0.681666667,0.68,0.683333333,0.66,0.668333333,0.643333333,0.6033333329999999,0.611666667,0.59,0.6266666670000001,0.635,0.65,0.655,0.65,0.673333333,0.701666667,0.701666667,0.715,0.705,0.703333333,0.71
tav5,0.586666667,0.5760000000000001,0.569,0.561,0.566333333,0.589,0.6133333329999999,0.639333333,0.662666667,0.674666667,0.667,0.651666667,0.637333333,0.6233333329999999,0.615,0.6133333329999999,0.6226666670000001,0.6313333329999999,0.643333333,0.652666667,0.6659999999999999,0.676333333,0.688333333,0.699333333,0.705333333,0.7070000000000001,0.708,0.703,0.697666667,0.6890000000000001,0.680333333
tav10,0.587833333,0.594666667,0.604166667,0.611833333,0.6205,0.628,0.6325,0.638333333,0.643,0.644833333,0.640166667,0.637166667,0.6343333329999999,0.6333333329999999,0.633833333,0.6396666670000001,0.6495,0.659833333,0.671333333,0.679,0.6865,0.6921666670000001,0.695666667,0.6985,0.6971666670000001,0.693666667,0.6888333329999999,0.6829999999999999,0.675666667,0.671166667,0.6678333329999999
tav15,0.614222222,0.613666667,0.615222222,0.6156666670000001,0.6186666670000001,0.623111111,0.629222222,0.636,0.6431111110000001,0.647444444,0.6487777779999999,0.650222222,0.652333333,0.655333333,0.657666667,0.662111111,0.669,0.674222222,0.680111111,0.682333333,0.684444444,0.684666667,0.684777778,0.683555556,0.682555556,0.6808888890000001,0.677333333,0.674222222,0.671333333,0.6687777779999999,0.666333333
tav20,0.614,0.615916667,0.61925,0.622583333,0.627166667,0.633833333,0.6409999999999999,0.649083333,0.657166667,0.6619166670000001,0.663333333,0.664666667,0.665,0.6659166670000001,0.6655,0.666666667,0.669166667,0.671416667,0.6735,0.675083333,0.677166667,0.677083333,0.67775,0.678333333,0.6779166670000001,0.6765,0.6749166670000001,0.6738333329999999,0.6725,0.67125,0.668666667
tav25,0.6244,0.628,0.633066667,0.637933333,0.6428,0.648466667,0.6544,0.6598666670000001,0.665266667,0.667333333,0.6667333329999999,0.665666667,0.6646,0.663466667,0.663066667,0.6644,0.6662,0.668466667,0.671333333,0.6728666670000001,0.6744,0.6752,0.6767333329999999,0.677866667,0.6780666670000001,0.676333333,0.6772,0.677666667,0.6787333329999999,0.677533333,0.676333333
tav30,0.622833333,0.626111111,0.630055556,0.633611111,0.636833333,0.639888889,0.6435,0.646833333,0.650611111,0.651388889,0.650611111,0.6505,0.649333333,0.649611111,0.649388889,0.650111111,0.652444444,0.654388889,0.657833333,0.659555556,0.6609999999999999,0.661277778,0.663555556,0.666111111,0.668055556,0.667111111,0.666388889,0.6655,0.6647777779999999,0.663555556,0.663444444
",tmi",0.523333333,0.5166666670000001,0.515,0.5066666670000001,0.485,0.46833333299999996,0.47166666700000004,0.483333333,0.5166666670000001,0.553333333,0.6133333329999999,0.6183333329999999,0.6133333329999999,0.6233333329999999,0.6033333329999999,0.583333333,0.575,0.56,0.568333333,0.593333333,0.548333333,0.568333333,0.586666667,0.595,0.596666667,0.65,0.638333333,0.648333333,0.661666667,0.66,0.661666667
tmi5,0.498333333,0.489333333,0.483,0.485,0.498666667,0.527666667,0.557,0.583,0.6043333329999999,0.6143333329999999,0.6083333329999999,0.599666667,0.589,0.578,0.5760000000000001,0.569,0.567666667,0.573,0.578333333,0.579,0.599333333,0.6133333329999999,0.6256666670000001,0.639,0.651666667,0.654,0.656333333,0.655,0.644333333,0.635333333,0.6176666670000001
tmi10,0.513,0.523166667,0.5329999999999999,0.544666667,0.5565,0.568,0.578333333,0.586,0.591166667,0.595166667,0.588666667,0.583666667,0.581,0.5781666670000001,0.5775,0.5841666670000001,0.5905,0.599333333,0.608666667,0.6153333329999999,0.6266666670000001,0.634833333,0.640333333,0.6416666670000001,0.6435,0.635833333,0.6326666670000001,0.625166667,0.617833333,0.614166667,0.6095
tmi15,0.5447777779999999,0.548666667,0.551666667,0.555777778,0.563,0.568333333,0.574777778,0.581666667,0.586888889,0.589777778,0.5922222220000001,0.593555556,0.595888889,0.598444444,0.6022222220000001,0.607444444,0.612444444,0.6178888889999999,0.620555556,0.622,0.6236666670000001,0.626222222,0.6253333329999999,0.624888889,0.6266666670000001,0.6243333329999999,0.6236666670000001,0.6233333329999999,0.621444444,0.619777778,0.6188888889999999
tmi20,0.5508333329999999,0.553416667,0.557,0.561416667,0.5670000000000001,0.5760833329999999,0.5844166670000001,0.592666667,0.599916667,0.60525,0.607666667,0.60925,0.610666667,0.609916667,0.6105,0.61,0.611583333,0.61225,0.61325,0.61475,0.618083333,0.621083333,0.623916667,0.625833333,0.62775,0.6276666670000001,0.628166667,0.628583333,0.62725,0.627,0.626083333
tmi25,0.560533333,0.5654,0.570733333,0.5769333329999999,0.5839333329999999,0.591666667,0.5988,0.6051333329999999,0.6088,0.611266667,0.609666667,0.6092,0.6076,0.6062,0.607,0.608266667,0.6104,0.613733333,0.6163333329999999,0.618,0.622,0.6252,0.628,0.6296,0.631933333,0.6316666670000001,0.6323333329999999,0.633933333,0.6333333329999999,0.6326,0.632133333
tmi30,0.562388889,0.567222222,0.571722222,0.5762222220000001,0.580333333,0.5852222220000001,0.588611111,0.592722222,0.594611111,0.595777778,0.596111111,0.596,0.5965,0.597166667,0.598166667,0.599888889,0.6023333329999999,0.6052777779999999,0.608222222,0.609611111,0.613166667,0.6156666670000001,0.617944444,0.6210555560000001,0.622722222,0.622444444,0.622833333,0.623277778,0.622722222,0.621888889,0.6220555560000001
tmx,0.73,0.715,0.69,0.67,0.676666667,0.648333333,0.65,0.6283333329999999,0.561666667,0.688333333,0.7533333329999999,0.7666666670000001,0.765,0.723333333,0.7483333329999999,0.701666667,0.62,0.678333333,0.61,0.67,0.715,0.721666667,0.725,0.7433333329999999,0.76,0.783333333,0.7583333329999999,0.793333333,0.786666667,0.7466666670000001,0.786666667
tmx5,0.68,0.667,0.654666667,0.633,0.635333333,0.656333333,0.679666667,0.7070000000000001,0.7393333329999999,0.7513333329999999,0.741,0.711666667,0.694333333,0.671666667,0.6559999999999999,0.658666667,0.679,0.688333333,0.715,0.733,0.7466666670000001,0.754,0.7676666670000001,0.776333333,0.773666667,0.774333333,0.778,0.7706666670000001,0.762333333,0.758,0.7516666670000001
tmx10,0.668166667,0.673333333,0.6808333329999999,0.6861666670000001,0.693333333,0.698666667,0.695666667,0.700666667,0.7055,0.703666667,0.699833333,0.695333333,0.691333333,0.693333333,0.6945,0.702666667,0.7165,0.728,0.7456666670000001,0.7533333329999999,0.7605,0.7659999999999999,0.769166667,0.769333333,0.765833333,0.763,0.762166667,0.759166667,0.7496666670000001,0.7485,0.7446666670000001
tmx15,0.692444444,0.686111111,0.685333333,0.681333333,0.6808888890000001,0.685333333,0.6901111109999999,0.696555556,0.708666667,0.7134444440000001,0.7154444440000001,0.714888889,0.716777778,0.721,0.720888889,0.726555556,0.737,0.742222222,0.751222222,0.7548888890000001,0.7575555559999999,0.7594444440000001,0.762,0.7585555559999999,0.7568888890000001,0.7545555559999999,0.748,0.7413333329999999,0.7355555559999999,0.732777778,0.7271111109999999
tmx20,0.684,0.684333333,0.686083333,0.68975,0.693916667,0.700666667,0.7060833329999999,0.714333333,0.725583333,0.7285,0.730166667,0.730666667,0.73025,0.7313333329999999,0.730166667,0.732833333,0.7393333329999999,0.743583333,0.7476666670000001,0.750916667,0.752583333,0.7495,0.747916667,0.74575,0.743,0.738916667,0.7363333329999999,0.734666667,0.732083333,0.730833333,0.72675
tmx25,0.696533333,0.6982666670000001,0.7024,0.707066667,0.709866667,0.7154,0.7204666670000001,0.7256,0.732933333,0.7344,0.7344666670000001,0.7338,0.733733333,0.7324666670000001,0.731933333,0.7338,0.7354,0.736,0.7396,0.741,0.7404666670000001,0.739866667,0.741266667,0.740933333,0.7394,0.736266667,0.737666667,0.737733333,0.738933333,0.737866667,0.7354666670000001
tmx30,0.691611111,0.6940000000000001,0.696888889,0.699777778,0.7020555559999999,0.704611111,0.7081111109999999,0.712166667,0.718888889,0.7190000000000001,0.7183888890000001,0.717777778,0.7142777779999999,0.7132777779999999,0.711666667,0.711777778,0.7145,0.7154444440000001,0.7204444440000001,0.722611111,0.722833333,0.7222777779999999,0.724555556,0.7262777779999999,0.728166667,0.7260555559999999,0.725,0.723944444,0.722,0.720666667,0.719944444
landuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
