,2011-10-03,2011-10-02,2011-10-01,2011-09-30,2011-09-29,2011-09-28,2011-09-27,2011-09-26,2011-09-25,2011-09-24,2011-09-23,2011-09-22,2011-09-21,2011-09-20,2011-09-19,2011-09-18,2011-09-17,2011-09-16,2011-09-15,2011-09-14,2011-09-13,2011-09-12,2011-09-11,2011-09-10,2011-09-09,2011-09-08,2011-09-07,2011-09-06,2011-09-05,2011-09-04,2011-09-03
hum,0.44299999999999995,0.42100000000000004,0.489,0.495,0.833,0.526,0.41100000000000003,0.521,0.613,0.5589999999999999,0.499,0.498,0.444,0.445,0.561,0.63,0.6559999999999999,0.6809999999999999,0.688,0.7090000000000001,0.503,0.696,0.7709999999999999,0.6859999999999999,0.755,0.5379999999999999,0.499,0.525,0.5589999999999999,0.47600000000000003,0.48
hum5,0.5528,0.5508,0.5572,0.5808,0.526,0.5206,0.5379999999999999,0.5226,0.489,0.4894,0.5156,0.5472,0.5946,0.6432,0.6728,0.6474,0.6554,0.6734,0.6729999999999999,0.6822,0.6892,0.6498,0.6006,0.5752,0.5194,0.5078,0.5242,0.5458,0.5592,0.604,0.6592
hum10,0.5367,0.5444,0.5399,0.5349,0.5077,0.5181,0.5426,0.5586,0.5661,0.5811,0.5815,0.6013,0.634,0.6581,0.6775,0.6683,0.6526,0.637,0.6241,0.6008,0.5985,0.5870000000000001,0.5732,0.5672,0.5617,0.5835,0.6004,0.6074,0.609,0.6187,0.6286
hum15,0.529666667,0.545333333,0.558133333,0.5710000000000001,0.562733333,0.5612,0.5802,0.596866667,0.601733333,0.6148,0.6174,0.6174666670000001,0.622866667,0.630466667,0.6248,0.6148,0.6098,0.6066,0.6024666670000001,0.601866667,0.618733333,0.616866667,0.6051333329999999,0.597733333,0.5856,0.588333333,0.5951333329999999,0.607733333,0.616066667,0.6356,0.654
hum20,0.5591,0.57285,0.58695,0.5965,0.5926,0.5932,0.5976,0.5978,0.5951,0.59095,0.59,0.59415,0.6036,0.61265,0.6196,0.6259,0.6265,0.6222,0.61655,0.60975,0.61355,0.6088,0.60595,0.60585,0.60655,0.61745,0.62915,0.64845,0.6644,0.68425,0.70365
hum25,0.58512,0.58824,0.58968,0.59224,0.57796,0.57612,0.58292,0.5874,0.58792,0.5935600000000001,0.6038399999999999,0.61064,0.61668,0.62188,0.62236,0.62032,0.61812,0.61944,0.61928,0.62168,0.6318,0.6332800000000001,0.63888,0.64656,0.65128,0.6644800000000001,0.67808,0.6916800000000001,0.7008800000000001,0.71424,0.72556
hum30,0.556233333,0.5582,0.561266667,0.565866667,0.5589666670000001,0.564766667,0.5762666670000001,0.5811666670000001,0.580566667,0.5811,0.583566667,0.5862666670000001,0.5915,0.6004666670000001,0.6045666670000001,0.6092,0.612533333,0.614266667,0.6217,0.6273333329999999,0.6396666670000001,0.6454,0.6476666670000001,0.6536333329999999,0.6547666670000001,0.663833333,0.6726333329999999,0.6834,0.6860666670000001,0.6927,0.6993
raf,0.0,0.0,0.0,0.0,0.09833333300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666670000000001,0.0016666670000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333000000001,0.0,0.0,0.0,0.0,0.0,0.0
raf5,0.019666667,0.019666667,0.019666667,0.019666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00033333300000000006,0.000666667,0.000666667,0.000666667,0.000666667,0.00033333300000000006,0.0,0.0,0.0,0.002666667,0.002666667,0.002666667,0.002666667,0.002666667,0.0,0.0,0.0,0.0,0.0,0.004666667,0.004666667
raf10,0.009833333,0.009833333,0.009833333,0.009833333,0.0,0.000166667,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.00033333300000000006,0.0016666670000000001,0.0015,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.001333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333,0.002333333
raf15,0.006666666999999999,0.006777778000000001,0.006777778000000001,0.006777778000000001,0.000222222,0.000222222,0.000222222,0.000222222,0.000222222,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.0011111110000000001,0.001,0.0008888889999999999,0.0008888889999999999,0.0008888889999999999,0.002444444,0.002444444,0.002444444,0.002444444,0.002444444,0.001555556,0.001555556,0.001555556,0.001555556,0.001555556,0.0017777779999999998,0.0017777779999999998
raf20,0.005083333,0.005083333,0.005083333,0.005083333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.002,0.0019166670000000002,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001833333,0.001333333,0.001333333,0.001333333,0.003166667,0.007416666999999999,0.0075,0.011666667
