,2012-09-20,2012-09-17,2012-09-16,2012-09-15,2012-09-14,2012-09-13,2012-09-12,2012-09-11,2012-09-10,2012-09-09,2012-09-08,2012-09-07,2012-09-06,2012-09-05,2012-09-04,2012-09-03,2012-09-02,2012-09-01,2012-08-31,2012-08-30,2012-08-29,2012-08-28,2012-08-27,2012-08-26,2012-08-25,2012-08-24,2012-08-23,2012-08-22,2012-08-21
hum,0.696,0.868,0.601,0.568,0.685,0.871,0.6890000000000001,0.531,0.614,0.684,0.718,0.606,0.529,0.611,0.841,0.7140000000000001,0.6509999999999999,0.69,0.6559999999999999,0.858,0.703,0.695,0.599,0.723,0.8009999999999999,0.7,0.6829999999999999,0.805,0.8540000000000001
hum5,0.674,0.6828,0.6688,0.6779999999999999,0.6778,0.6472,0.6306,0.6302,0.6296,0.6609999999999999,0.6602,0.6692,0.7014,0.7104,0.7138,0.7116,0.7204,0.7022,0.7156,0.7042,0.7036,0.7012,0.7424,0.7686,0.7832,0.7948,0.8188,0.8058,0.7726
hum10,0.6759999999999999,0.6567,0.6495,0.6538,0.6694,0.6537,0.6499,0.6658,0.67,0.6874,0.6859,0.6948,0.7018,0.713,0.7090000000000001,0.7076,0.7108,0.7223,0.7421,0.7437,0.7492,0.76,0.7741,0.7706,0.7785,0.7728,0.7695,0.7693,0.7489
hum15,0.660533333,0.6608666670000001,0.6668,0.672666667,0.6842,0.6729999999999999,0.6734,0.6779333329999999,0.6852,0.693,0.6918,0.6969333329999999,0.715333333,0.731533333,0.733733333,0.736666667,0.7468,0.750133333,0.752266667,0.753733333,0.749733333,0.746733333,0.760333333,0.755466667,0.7483333329999999,0.7440000000000001,0.732866667,0.7112,0.690333333
hum20,0.6729999999999999,0.67575,0.67565,0.6834,0.6892,0.68065,0.68035,0.69405,0.70605,0.71555,0.71755,0.7274,0.73795,0.7418,0.74375,0.7402,0.74015,0.7458,0.7455,0.7373,0.7339,0.72495,0.7190000000000001,0.7099,0.69535,0.6854,0.6772,0.66375,0.64945
hum25,0.68152,0.68084,0.6890000000000001,0.70044,0.708,0.70348,0.70804,0.7164,0.71936,0.7272,0.7242,0.72596,0.73692,0.73848,0.7326,0.72944,0.72404,0.7156399999999999,0.71104,0.69712,0.68904,0.682,0.67948,0.67328,0.66768,0.6686,0.6679999999999999,0.66272,0.65576
hum30,0.667566667,0.6770666670000001,0.6838,0.689533333,0.689633333,0.6899333329999999,0.6884,0.692366667,0.698666667,0.697533333,0.696733333,0.6977,0.6972666670000001,0.6929,0.6829,0.6761,0.6711,0.6654,0.6614,0.6517333329999999,0.650333333,0.651266667,0.653566667,0.6519,0.6478666670000001,0.6456666670000001,0.645566667,0.6427,0.638866667
raf,0.0,0.335,0.008333333,0.0,0.008333333,0.035,0.0,0.0,0.0,0.0,0.093333333,0.023333332999999998,0.0,0.028333333,0.318333333,0.0016666670000000001,0.0,0.0016666670000000001,0.0,0.141666667,0.016666667,0.05,0.0,0.0,0.048333333,0.028333333,0.0,0.081666667,0.528333333
raf5,0.068666667,0.010333333,0.008666667,0.008666667,0.006999999999999999,0.018666666999999998,0.023333332999999998,0.023333332999999998,0.028999999999999998,0.092666667,0.074333333,0.069666667,0.07,0.06433333299999999,0.028999999999999998,0.032,0.042,0.041666667000000004,0.041666667000000004,0.023,0.025333333,0.015333333000000001,0.031666667,0.137333333,0.177666667,0.174666667,0.175333333,0.159,0.053333333
raf10,0.038666667,0.016833333,0.016,0.018833333,0.049833333,0.0465,0.0465,0.046666667,0.046666667,0.060833332999999996,0.053166667,0.055833333,0.055833333,0.053,0.026000000000000002,0.028666667000000003,0.028666667000000003,0.036666667,0.0895,0.10033333300000001,0.1,0.095333333,0.095333333,0.095333333,0.149166667,0.1505,0.150666667,0.153166667,0.10033333300000001
