,2011-07-12,2011-07-11,2011-07-10,2011-07-09,2011-07-08,2011-07-07,2011-07-06,2011-07-05,2011-07-04,2011-07-03,2011-07-02,2011-07-01,2011-06-28,2011-06-27,2011-06-26,2011-06-25,2011-06-24,2011-06-23,2011-06-22,2011-06-21,2011-06-20,2011-06-19,2011-06-18,2011-06-17,2011-06-16,2011-06-15,2011-06-14,2011-06-13,2011-06-12
raf15,0.11466666699999999,0.113,0.122888889,0.119555556,0.125,0.118888889,0.118888889,0.118888889,0.118888889,0.087777778,0.087777778,0.087777778,0.038777778,0.036333332999999995,0.027444444,0.016888889,0.013666667,0.004666667,0.0,0.0,0.0,0.000111111,0.000111111,0.000111111,0.004555556,0.005333333000000001,0.005333333000000001,0.005333333000000001,0.005333333000000001
raf20,0.11325,0.105333333,0.104833333,0.09991666699999999,0.09725,0.08916666699999999,0.08916666699999999,0.08916666699999999,0.08916666699999999,0.065833333,0.065833333,0.065833333,0.029083333,0.02725,0.020583333,0.012666667,0.010333333,0.0035833329999999997,8.329999999999999e-05,0.003416667,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
raf25,0.0906,0.08426666699999999,0.083866667,0.079933333,0.0778,0.071333333,0.071333333,0.071333333,0.071333333,0.052666667,0.052666667,0.052666667,0.023333332999999998,0.021866667000000003,0.0192,0.013333333000000001,0.0114,0.006,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.003333333,0.005,0.005,0.005
raf30,0.0755,0.070222222,0.06988888900000001,0.066611111,0.06483333299999999,0.059444444000000006,0.059444444000000006,0.059444444000000006,0.059444444000000006,0.043944444000000006,0.043944444000000006,0.043944444000000006,0.022055556,0.020833333,0.016388889,0.011111111000000002,0.0095,0.005,0.002666667,0.002666667,0.002666667,0.002777778,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667
rfd,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfd5,1.0,1.0,0.8,0.6,0.4,0.4,0.2,0.2,0.4,0.6,0.6,0.8,1.0,1.0,1.0,0.8,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfd10,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.8,0.8,0.9,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
rfd15,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.6,0.6,0.46666666700000003,0.4,0.333333333,0.26666666699999997,0.2,0.133333333,0.066666667,0.0,0.0,0.0,0.066666667,0.066666667,0.066666667,0.133333333,0.2,0.2,0.2
rfd20,0.75,0.75,0.7,0.65,0.6,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.35,0.3,0.25,0.2,0.15,0.15,0.1,0.05,0.1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
rfd25,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.4,0.4,0.4,0.36,0.36,0.32,0.28,0.24,0.24,0.24,0.2,0.16,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.16,0.2,0.2
rfd30,0.533333333,0.5,0.46666666700000003,0.433333333,0.4,0.36666666700000006,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.3,0.26666666699999997,0.233333333,0.2,0.166666667,0.133333333,0.1,0.1,0.1,0.133333333,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667
tav,0.635,0.61,0.66,0.65,0.625,0.6316666670000001,0.68,0.656666667,0.6233333329999999,0.6266666670000001,0.668333333,0.678333333,0.651666667,0.573333333,0.568333333,0.551666667,0.58,0.6166666670000001,0.635,0.656666667,0.68,0.691666667,0.65,0.668333333,0.693333333,0.665,0.625,0.596666667,0.643333333
tav5,0.635333333,0.649333333,0.648666667,0.643333333,0.6436666670000001,0.6509999999999999,0.650666667,0.6509999999999999,0.6466666670000001,0.651666667,0.6326666670000001,0.610666667,0.578,0.590333333,0.608,0.6336666670000001,0.6559999999999999,0.662666667,0.669333333,0.676666667,0.673666667,0.660333333,0.649666667,0.6446666670000001,0.636333333,0.6256666670000001,0.6153333329999999,0.6196666670000001,0.611
tav10,0.643166667,0.65,0.649833333,0.645,0.6476666670000001,0.641833333,0.6306666670000001,0.620166667,0.615833333,0.614833333,0.6115,0.6093333329999999,0.6203333329999999,0.629833333,0.642333333,0.653666667,0.658166667,0.656166667,0.657,0.6565,0.649666667,0.637833333,0.6346666670000001,0.627833333,0.6183333329999999,0.610666667,0.6043333329999999,0.6015,0.593666667
tav15,0.6396666670000001,0.636888889,0.6296666670000001,0.625,0.624444444,0.6246666670000001,0.623111111,0.6246666670000001,0.629222222,0.630777778,0.630777778,0.631777778,0.6301111110000001,0.634777778,0.640333333,0.644333333,0.643888889,0.644,0.6416666670000001,0.637777778,0.6316666670000001,0.623,0.617555556,0.610666667,0.601333333,0.595111111,0.595333333,0.598888889,0.597666667
tav20,0.6273333329999999,0.6296666670000001,0.6306666670000001,0.63275,0.634,0.635833333,0.6365,0.636916667,0.637,0.6355,0.63425,0.632916667,0.6275,0.628833333,0.6303333329999999,0.632166667,0.63125,0.628833333,0.6253333329999999,0.620166667,0.61475,0.611583333,0.611583333,0.6094166670000001,0.604166667,0.60075,0.601166667,0.601916667,0.599
tav25,0.635733333,0.639066667,0.639266667,0.638266667,0.637133333,0.6376,0.636466667,0.6346666670000001,0.6326666670000001,0.6323333329999999,0.6296,0.6264,0.6186666670000001,0.6183333329999999,0.617733333,0.618533333,0.6204666670000001,0.6218,0.6214,0.6186666670000001,0.6153333329999999,0.613,0.6114666670000001,0.6081333329999999,0.6023333329999999,0.595933333,0.5928,0.592866667,0.591066667
tav30,0.624111111,0.625222222,0.6249444439999999,0.6236666670000001,0.6219444439999999,0.6215,0.618833333,0.6168888889999999,0.615722222,0.613555556,0.610222222,0.606444444,0.601166667,0.603722222,0.605611111,0.606833333,0.607388889,0.607944444,0.607166667,0.604777778,0.600388889,0.594166667,0.590722222,0.588388889,0.5852222220000001,0.581111111,0.577777778,0.5760000000000001,0.572388889
",tmi",0.601666667,0.588333333,0.615,0.596666667,0.595,0.6033333329999999,0.595,0.571666667,0.57,0.593333333,0.6183333329999999,0.635,0.55,0.556666667,0.535,0.535,0.56,0.601666667,0.595,0.573333333,0.601666667,0.593333333,0.588333333,0.6183333329999999,0.586666667,0.561666667,0.5216666670000001,0.526666667,0.566666667
tmi5,0.599666667,0.601,0.592333333,0.5870000000000001,0.586666667,0.589666667,0.597666667,0.6043333329999999,0.606,0.597333333,0.585,0.565,0.557666667,0.565333333,0.573,0.586333333,0.593,0.590333333,0.595,0.597666667,0.589666667,0.575333333,0.563,0.552666667,0.551333333,0.547666667,0.552,0.556,0.545333333
tmi10,0.594666667,0.599333333,0.598333333,0.5965,0.5920000000000001,0.587333333,0.581333333,0.577666667,0.576666667,0.5775,0.5751666670000001,0.569,0.574,0.5801666670000001,0.585333333,0.588,0.5841666670000001,0.576666667,0.573833333,0.5745,0.568666667,0.563666667,0.5595,0.5489999999999999,0.539166667,0.534833333,0.534833333,0.530833333,0.524666667
tmi15,0.591444444,0.587888889,0.582555556,0.580111111,0.580555556,0.58,0.578555556,0.580555556,0.582111111,0.581777778,0.581777778,0.578555556,0.570333333,0.5710000000000001,0.574,0.574555556,0.5734444439999999,0.569777778,0.564333333,0.558666667,0.553111111,0.548333333,0.541555556,0.534,0.528444444,0.525555556,0.526666667,0.529,0.525222222
tmi20,0.584916667,0.5841666670000001,0.5835,0.583333333,0.583,0.58375,0.583333333,0.582833333,0.580416667,0.5770833329999999,0.5745,0.57175,0.56675,0.564583333,0.56225,0.561416667,0.5595,0.55375,0.54925,0.54575,0.541583333,0.538833333,0.5375,0.532083333,0.52825,0.527166667,0.52825,0.526166667,0.5239166670000001
tmi25,0.586933333,0.586866667,0.584733333,0.581733333,0.579,0.577533333,0.5769333329999999,0.5758,0.574733333,0.572866667,0.568666667,0.5628,0.554533333,0.552466667,0.5512,0.550533333,0.549666667,0.5480666670000001,0.544666667,0.542133333,0.539666667,0.537666667,0.5335333329999999,0.529666667,0.5238666670000001,0.519933333,0.5196,0.520733333,0.517133333
tmi30,0.570666667,0.569944444,0.568777778,0.5670000000000001,0.565277778,0.563388889,0.560666667,0.557888889,0.5561666670000001,0.5537777779999999,0.5493888889999999,0.545055556,0.539277778,0.539444444,0.538611111,0.5377777779999999,0.537111111,0.535166667,0.5315,0.5297777779999999,0.524444444,0.5201111110000001,0.517611111,0.5155,0.511833333,0.507777778,0.504777778,0.502833333,0.499055556
tmx,0.681666667,0.6266666670000001,0.735,0.725,0.663333333,0.676666667,0.773333333,0.7583333329999999,0.716666667,0.666666667,0.718333333,0.7383333329999999,0.745,0.596666667,0.6133333329999999,0.581666667,0.625,0.635,0.681666667,0.7466666670000001,0.78,0.791666667,0.7333333329999999,0.765,0.783333333,0.776666667,0.7383333329999999,0.688333333,0.7433333329999999
tmx5,0.685333333,0.714666667,0.719333333,0.717666667,0.718333333,0.726666667,0.719666667,0.713,0.694666667,0.710333333,0.6859999999999999,0.6609999999999999,0.6103333329999999,0.6273333329999999,0.654,0.693666667,0.727,0.7466666670000001,0.763333333,0.7706666670000001,0.77,0.7593333329999999,0.7503333329999999,0.746,0.737666667,0.713333333,0.688666667,0.693,0.683666667
tmx10,0.706,0.717166667,0.716166667,0.7061666670000001,0.714333333,0.706333333,0.690333333,0.672666667,0.6635,0.660333333,0.656666667,0.6575,0.6785,0.695333333,0.712333333,0.731833333,0.743166667,0.7485,0.7546666670000001,0.754166667,0.7416666670000001,0.7240000000000001,0.721666667,0.714833333,0.7070000000000001,0.6990000000000001,0.69,0.688,0.679666667
tmx15,0.699333333,0.698444444,0.688222222,0.681555556,0.679666667,0.68,0.678222222,0.679666667,0.684666667,0.6891111109999999,0.692222222,0.6952222220000001,0.7024444440000001,0.7122222220000001,0.720777778,0.725666667,0.725,0.73,0.731,0.728222222,0.722666667,0.7131111109999999,0.708777778,0.701777778,0.690666667,0.682555556,0.681222222,0.686333333,0.684666667
tmx20,0.681333333,0.687333333,0.689583333,0.692916667,0.696416667,0.700833333,0.701333333,0.70225,0.703333333,0.704416667,0.705666667,0.705833333,0.7000833329999999,0.7050833329999999,0.709666667,0.7154166670000001,0.716583333,0.71825,0.717166667,0.710666667,0.704416667,0.70075,0.702333333,0.7,0.6941666670000001,0.688333333,0.687333333,0.689083333,0.686333333
tmx25,0.697733333,0.7040000000000001,0.705666667,0.7062,0.7072,0.709866667,0.7086,0.704466667,0.7004,0.7021333329999999,0.7012666670000001,0.6999333329999999,0.696666667,0.6992,0.699333333,0.7022666670000001,0.706,0.7112,0.712666667,0.709466667,0.704666667,0.701733333,0.701333333,0.6982666670000001,0.6929333329999999,0.684466667,0.6787333329999999,0.677533333,0.6750666670000001
tmx30,0.689333333,0.693222222,0.693444444,0.6911111109999999,0.6895,0.6906111109999999,0.6880555559999999,0.686277778,0.6856111109999999,0.685,0.683333333,0.680722222,0.677222222,0.6828333329999999,0.686333333,0.6891666670000001,0.690333333,0.6931111109999999,0.6945,0.692555556,0.688222222,0.680666667,0.6760555559999999,0.6725,0.669111111,0.664222222,0.660388889,0.659,0.655222222
landuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
