,2012-10-02,2012-10-01,2012-09-30,2012-09-29,2012-09-28,2012-09-27,2012-09-26,2012-09-25,2012-09-24,2012-09-23,2012-09-22,2012-09-21,2012-09-20,2012-09-17,2012-09-16,2012-09-15,2012-09-14,2012-09-13,2012-09-12,2012-09-11,2012-09-10,2012-09-09,2012-09-08,2012-09-07,2012-09-06,2012-09-05,2012-09-04,2012-09-03,2012-09-02
hum,0.643,0.643,0.638,0.588,0.723,0.62,0.6,0.523,0.498,0.5660000000000001,0.606,0.6829999999999999,0.696,0.868,0.601,0.568,0.685,0.871,0.6890000000000001,0.531,0.614,0.684,0.718,0.606,0.529,0.611,0.841,0.7140000000000001,0.6509999999999999
hum5,0.6424,0.6338,0.6108,0.5928,0.5614,0.5586,0.5752,0.6098,0.638,0.6636,0.716,0.6996,0.674,0.6828,0.6688,0.6779999999999999,0.6778,0.6472,0.6306,0.6302,0.6296,0.6609999999999999,0.6602,0.6692,0.7014,0.7104,0.7138,0.7116,0.7204
hum10,0.6005,0.6045,0.6103,0.6154,0.6125,0.6373,0.6374,0.6419,0.6606,0.6911,0.6994,0.6842,0.6759999999999999,0.6567,0.6495,0.6538,0.6694,0.6537,0.6499,0.6658,0.67,0.6874,0.6859,0.6948,0.7018,0.713,0.7090000000000001,0.7076,0.7108
hum15,0.639,0.6362,0.6315333329999999,0.638,0.6478666670000001,0.652466667,0.6478666670000001,0.653933333,0.666333333,0.676466667,0.676466667,0.6662,0.660533333,0.6608666670000001,0.6668,0.672666667,0.6842,0.6729999999999999,0.6734,0.6779333329999999,0.6852,0.693,0.6918,0.6969333329999999,0.715333333,0.731533333,0.733733333,0.736666667,0.7468
hum20,0.64995,0.64435,0.64315,0.64795,0.6477,0.647,0.64345,0.64785,0.665,0.6724,0.67465,0.675,0.6729999999999999,0.67575,0.67565,0.6834,0.6892,0.68065,0.68035,0.69405,0.70605,0.71555,0.71755,0.7274,0.73795,0.7418,0.74375,0.7402,0.74015
hum25,0.64608,0.64152,0.64044,0.65056,0.6502,0.65144,0.65504,0.6603600000000001,0.67476,0.68024,0.6838,0.6804399999999999,0.68152,0.68084,0.6890000000000001,0.70044,0.708,0.70348,0.70804,0.7164,0.71936,0.7272,0.7242,0.72596,0.73692,0.73848,0.7326,0.72944,0.72404
hum30,0.628233333,0.6285,0.630233333,0.6325,0.637,0.6397666670000001,0.642933333,0.645466667,0.6529666670000001,0.6608,0.663933333,0.663933333,0.667566667,0.6770666670000001,0.6838,0.689533333,0.689633333,0.6899333329999999,0.6884,0.692366667,0.698666667,0.697533333,0.696733333,0.6977,0.6972666670000001,0.6929,0.6829,0.6761,0.6711
raf,0.0,0.0,0.0,0.0016666670000000001,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335,0.008333333,0.0,0.008333333,0.035,0.0,0.0,0.0,0.0,0.093333333,0.023333332999999998,0.0,0.028333333,0.318333333,0.0016666670000000001,0.0
raf5,0.010333333,0.010333333,0.010333333,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.068666667,0.068666667,0.010333333,0.008666667,0.008666667,0.006999999999999999,0.018666666999999998,0.023333332999999998,0.023333332999999998,0.028999999999999998,0.092666667,0.074333333,0.069666667,0.07,0.06433333299999999,0.028999999999999998,0.032,0.042
raf10,0.005166667,0.005166667,0.005166667,0.005,0.0,0.0335,0.034333333,0.034333333,0.035166667,0.038666667,0.038666667,0.038666667,0.038666667,0.016833333,0.016,0.018833333,0.049833333,0.0465,0.0465,0.046666667,0.046666667,0.060833332999999996,0.053166667,0.055833333,0.055833333,0.053,0.026000000000000002,0.028666667000000003,0.028666667000000003
raf15,0.025777777999999998,0.026333332999999997,0.026333332999999997,0.026777778,0.025777777999999998,0.025777777999999998,0.025777777999999998,0.025777777999999998,0.025777777999999998,0.032,0.033555556,0.033555556,0.035444444,0.034444444,0.034,0.034,0.042888889000000006,0.041666667000000004,0.045,0.045,0.045,0.048222222,0.043888889,0.042333333,0.047777778,0.081111111,0.076555556,0.077333333,0.077555556
raf20,0.021916667,0.021916667,0.021916667,0.021833332999999996,0.024,0.025166667,0.025166667,0.026583332999999997,0.0425,0.042583333,0.042583333,0.042666667,0.042666667,0.036333332999999995,0.035916667,0.035916667,0.037916667,0.037583333,0.037583333,0.041666667000000004,0.068083333,0.080583333,0.076583333,0.075583333,0.075583333,0.074166667,0.08758333300000001,0.089583333,0.08966666699999999
