,2012-08-29,2012-08-28,2012-08-27,2012-08-26,2012-08-25,2012-08-24,2012-08-23,2012-08-22,2012-08-21,2012-08-20,2012-08-19,2012-08-18,2012-08-17,2012-08-16,2012-08-15,2012-08-14,2012-08-13,2012-08-12,2012-08-11,2012-08-10,2012-08-09,2012-08-08,2012-08-07,2012-08-06,2012-08-05,2012-08-04,2012-08-03,2012-08-02,2012-08-01,2012-07-31,2012-07-30
hum,0.703,0.695,0.599,0.723,0.8009999999999999,0.7,0.6829999999999999,0.805,0.8540000000000001,0.8740000000000001,0.758,0.8029999999999999,0.74,0.688,0.88,0.643,0.65,0.8029999999999999,0.65,0.6940000000000001,0.635,0.516,0.48,0.541,0.51,0.501,0.519,0.536,0.568,0.6609999999999999,0.723
hum5,0.7036,0.7012,0.7424,0.7686,0.7832,0.7948,0.8188,0.8058,0.7726,0.7738,0.7508,0.7202,0.7328,0.7252,0.688,0.6864,0.6596,0.595,0.5732,0.5364,0.5096,0.5102,0.5214,0.5268,0.557,0.6014,0.6312,0.6586,0.6809999999999999,0.6756,0.667
hum10,0.7492,0.76,0.7741,0.7706,0.7785,0.7728,0.7695,0.7693,0.7489,0.7309,0.7186,0.6899,0.6639,0.6492,0.6122,0.598,0.5849,0.5582,0.55,0.5467,0.5555,0.5707,0.59,0.6039,0.6163,0.6342,0.6542,0.6745,0.6921,0.6934,0.6947
hum15,0.749733333,0.746733333,0.760333333,0.755466667,0.7483333329999999,0.7440000000000001,0.732866667,0.7112,0.690333333,0.6660666670000001,0.648933333,0.63,0.6164,0.6084,0.5938,0.5991333329999999,0.600333333,0.591666667,0.593666667,0.589666667,0.592666667,0.6062,0.623466667,0.637,0.647933333,0.6636,0.685866667,0.702666667,0.7118,0.7212666670000001,0.732733333
hum20,0.7339,0.72495,0.7190000000000001,0.7099,0.69535,0.6854,0.6772,0.66375,0.64945,0.6388,0.63705,0.6303,0.62695,0.62655,0.61425,0.6161,0.61955,0.61635,0.62105,0.62005,0.6251,0.64195,0.65735,0.66555,0.6802,0.6999,0.715,0.72625,0.7340000000000001,0.7427,0.74025
hum25,0.68904,0.682,0.67948,0.67328,0.66768,0.6686,0.6679999999999999,0.66272,0.65576,0.6461600000000001,0.64304,0.63968,0.63964,0.64188,0.63364,0.63736,0.64548,0.64488,0.64708,0.65144,0.66184,0.67404,0.68528,0.6925600000000001,0.7055600000000001,0.71248,0.71736,0.72172,0.7238399999999999,0.73292,0.7398399999999999
hum30,0.650333333,0.651266667,0.653566667,0.6519,0.6478666670000001,0.6456666670000001,0.645566667,0.6427,0.638866667,0.6345333329999999,0.631733333,0.6295,0.633266667,0.6366,0.6307666670000001,0.6361,0.644266667,0.6448666670000001,0.648566667,0.6495333329999999,0.6562,0.661466667,0.6668333329999999,0.6703,0.674,0.6869,0.699466667,0.7082,0.7153,0.7142,0.7168
raf,0.016666667,0.05,0.0,0.0,0.048333333,0.028333333,0.0,0.081666667,0.528333333,0.25,0.013333333000000001,0.003333333,0.0,0.0,0.586666667,0.041666667000000004,0.0016666670000000001,0.10666666699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036666667
raf5,0.025333333,0.015333333000000001,0.031666667,0.137333333,0.177666667,0.174666667,0.175333333,0.159,0.053333333,0.12066666699999999,0.12633333300000002,0.126,0.147333333,0.147333333,0.03,0.021666667,0.021333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007333333,0.007333333,0.007333333,0.007333333,0.007333333,0.0
raf10,0.1,0.095333333,0.095333333,0.095333333,0.149166667,0.1505,0.150666667,0.153166667,0.10033333300000001,0.075333333,0.07400000000000001,0.073666667,0.073666667,0.073666667,0.015,0.010833333,0.010666667,0.0,0.0,0.0,0.003666667,0.003666667,0.003666667,0.003666667,0.003666667,0.003666667,0.003666667,0.004,0.007333333,0.007333333,0.003833333
raf15,0.108777778,0.105555556,0.112666667,0.112666667,0.109444444,0.107555556,0.107555556,0.10211111099999999,0.066888889,0.050222222000000004,0.049333333,0.049111111,0.049111111,0.049111111,0.01,0.009666667,0.009555556,0.002444444,0.002444444,0.002444444,0.002444444,0.002444444,0.002666667,0.004888889,0.004888889,0.005,0.023777778,0.024222222,0.024333333,0.024666667000000003,0.029777777999999998
raf20,0.087,0.0845,0.0845,0.0845,0.082083333,0.080666667,0.080666667,0.076583333,0.050166667000000005,0.037666667,0.038833333,0.038666667,0.038666667,0.038666667,0.009333333000000001,0.00725,0.007166667,0.002,0.003666667,0.003666667,0.00375,0.017833333,0.018166667,0.01825,0.0185,0.024166667000000003,0.025583333,0.032833333,0.032833333,0.034,0.033
raf25,0.0696,0.0676,0.0676,0.0676,0.065666667,0.066,0.066,0.062733333,0.0416,0.0316,0.031066667000000003,0.030933332999999997,0.031066667000000003,0.0324,0.008933333,0.007333333,0.018533333,0.014533333,0.0146,0.0148,0.019333333,0.020466667,0.026266667,0.026266667,0.0272,0.027866667,0.027866667,0.027866667,0.027866667,0.045466667,0.049133333
raf30,0.057999999999999996,0.057555555999999994,0.057555555999999994,0.057555555999999994,0.055944444,0.055,0.055,0.052277778,0.034777777999999995,0.027555556000000002,0.027111111,0.027055556,0.036444444,0.036666667,0.017166667,0.015944444,0.019666667,0.017055556,0.021888888999999998,0.021888888999999998,0.022666667,0.023222222,0.023222222,0.023222222,0.023222222,0.037888889,0.042166667000000005,0.042166667000000005,0.042166667000000005,0.042166667000000005,0.040944443999999997
rfd,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rfd5,0.6,0.6,0.4,0.6,0.8,0.8,0.8,1.0,0.8,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
rfd10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.6,0.5,0.4,0.4,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3
rfd15,0.666666667,0.666666667,0.666666667,0.7333333329999999,0.7333333329999999,0.666666667,0.6,0.6,0.533333333,0.46666666700000003,0.4,0.333333333,0.26666666699999997,0.26666666699999997,0.26666666699999997,0.2,0.2,0.133333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.133333333,0.2,0.2,0.26666666699999997,0.333333333,0.4,0.46666666700000003,0.533333333
rfd20,0.65,0.6,0.55,0.55,0.55,0.5,0.45,0.45,0.4,0.35,0.3,0.3,0.25,0.25,0.25,0.2,0.15,0.1,0.1,0.15,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.55,0.6
rfd25,0.52,0.48,0.44,0.44,0.44,0.4,0.4,0.4,0.36,0.32,0.28,0.24,0.2,0.24,0.28,0.24,0.24,0.24,0.24,0.28,0.32,0.36,0.4,0.44,0.44,0.48,0.52,0.52,0.52,0.52,0.56
rfd30,0.433333333,0.4,0.4,0.4,0.4,0.36666666700000006,0.333333333,0.333333333,0.3,0.3,0.3,0.26666666699999997,0.26666666699999997,0.3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.36666666700000006,0.36666666700000006,0.4,0.433333333,0.433333333,0.433333333,0.433333333,0.46666666700000003,0.5,0.5,0.5,0.5
tav,0.683333333,0.683333333,0.72,0.708333333,0.671666667,0.6366666670000001,0.635,0.6233333329999999,0.67,0.665,0.713333333,0.706666667,0.713333333,0.681666667,0.648333333,0.693333333,0.696666667,0.666666667,0.715,0.701666667,0.736666667,0.7433333329999999,0.763333333,0.776666667,0.783333333,0.778333333,0.77,0.763333333,0.768333333,0.7383333329999999,0.725
