,2012-06-08,2012-06-07,2012-06-06,2012-06-05,2012-06-04,2012-06-03,2012-06-02,2012-06-01,2012-05-31,2012-05-30,2012-05-29,2012-05-28,2012-05-27,2012-05-26,2012-05-25,2012-05-24,2012-05-23,2012-05-22,2012-05-21,2012-05-20,2012-05-19,2012-05-18,2012-05-17,2012-05-16,2012-05-15,2012-05-14,2012-05-11,2012-05-10,2012-05-09
hum,0.664,0.628,0.62,0.626,0.35100000000000003,0.389,0.44799999999999995,0.523,0.586,0.444,0.408,0.58,0.6559999999999999,0.44799999999999995,0.45399999999999996,0.53,0.395,0.34600000000000003,0.348,0.391,0.38,0.514,0.5660000000000001,0.586,0.653,0.7879999999999999,0.5539999999999999,0.451,0.45399999999999996
hum5,0.5228,0.4868,0.4674,0.4594,0.478,0.4818,0.5082,0.5348,0.5072,0.5092,0.5336,0.4966,0.4346,0.4146,0.402,0.37200000000000005,0.3958,0.4398,0.4874,0.5398,0.6214,0.6246,0.6272,0.6208,0.5804,0.5136,0.3664,0.361,0.3678
hum10,0.5023,0.4975,0.5011,0.4833,0.4936,0.5077,0.5024,0.4847,0.4609,0.4556,0.4528,0.4462,0.4372,0.451,0.4709,0.4967,0.5102,0.5335,0.5541,0.5601,0.5675,0.5436,0.5203,0.4936,0.4707,0.4407,0.4216,0.4198,0.4315
hum15,0.512733333,0.4972,0.47893333299999996,0.4604,0.46306666700000004,0.46246666700000005,0.466866667,0.469733333,0.469733333,0.48366666700000005,0.509,0.5056666670000001,0.500533333,0.5076,0.5074,0.5023333329999999,0.494333333,0.493466667,0.49153333299999996,0.493733333,0.500933333,0.5025333329999999,0.496333333,0.488,0.47333333299999997,0.458866667,0.4332,0.451666667,0.4616
hum20,0.47755,0.47185,0.46915,0.46715,0.48225,0.5022,0.5063,0.5091,0.5075,0.50785,0.51015,0.4949,0.47875,0.4723,0.4708,0.4687,0.47585,0.4822,0.48785,0.48995,0.4995,0.495,0.4827,0.4801,0.48385,0.4746,0.5145,0.5114,0.50575
hum25,0.50632,0.5024,0.50076,0.49788000000000004,0.50188,0.50448,0.49756000000000006,0.48996000000000006,0.47928000000000004,0.47848,0.48168,0.48,0.47268000000000004,0.4732,0.47236000000000006,0.474,0.47516,0.47412,0.48156000000000004,0.49504,0.5039600000000001,0.5162399999999999,0.5301600000000001,0.53576,0.5252,0.50732,0.49216000000000004,0.49651999999999996,0.50556
hum30,0.4924,0.4866,0.4751,0.46533333299999996,0.464266667,0.46543333299999995,0.466766667,0.467266667,0.4635,0.46406666700000004,0.4649,0.4646,0.456866667,0.4526,0.455266667,0.461866667,0.4688,0.48463333299999994,0.5035,0.5146666670000001,0.514966667,0.5092,0.5011,0.49426666700000005,0.491833333,0.484233333,0.485566667,0.4947,0.507166667
raf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018333333,0.003333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.026666667,0.0,0.0,0.0
raf5,0.0,0.0,0.0,0.0,0.0,0.0,0.003666667,0.004333333,0.004333333,0.004333333,0.004333333,0.000666667,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.009333333000000001,0.009333333000000001,0.005333333000000001,0.005333333000000001,0.005333333000000001,0.0,0.0,0.0,0.0
raf10,0.0,0.001833333,0.002166667,0.002166667,0.002166667,0.002166667,0.002166667,0.002166667,0.002166667,0.002166667,0.002166667,0.00033333300000000006,0.002,0.002,0.002,0.004666667,0.004666667,0.004666667,0.004666667,0.004666667,0.004666667,0.004666667,0.002666667,0.002666667,0.002666667,0.0,0.0,0.0,0.0
raf15,0.001444444,0.001444444,0.001444444,0.001444444,0.001444444,0.001444444,0.001444444,0.002777778,0.002777778,0.002777778,0.004555556,0.003333333,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0031111109999999997,0.0017777779999999998,0.0017777779999999998,0.0017777779999999998,0.0,0.00033333300000000006,0.006,0.006
